"     6"
"     6"
"     6"
"     6"
"    11"
"    17"
"    19"
"    21"
"    23"
"    23"
"    25"
"    31"
"    44"
"    52"
"    42"
"    52"
"    67"
"   139"
"   202"
"   300"
"   222"
"   164"
"   130"
"   113"
"    50"
"    31"
"    25"
"    31"
"    36"
"    23"
"    25"
"    34"
"    38"
"    42"
"    92"
"    94"
"    65"
"    34"
"    38"
"    36"
"    52"
"    50"
"    65"
"    94"
"   124"
"    84"
"    73"
"    40"
"    27"
"    15"
"    15"
"    15"
"    11"
"    23"
"    25"
"    34"
"    40"
"    52"
"    59"
"    61"
"    71"
"    67"
"    57"
"    48"
"    46"
"    38"
"    44"
"    42"
"    40"
"    32"
"    21"
"    17"
"    17"
"     8"
"    10"
"    10"
"    11"
"    59"
"    82"
"    97"
"   118"
"   120"
"   153"
"   180"
"   174"
"   107"
"    99"
"   124"
"   134"
"   134"
"    88"
"    92"
"    96"
"    86"
"    52"
"    71"
"    27"
"    19"
"    17"
"    11"
"    15"
"    40"
"    36"
"    46"
"    61"
"    63"
"    96"
"   113"
"   145"
"   195"
"   138"
"   139"
"    82"
"    57"
"    84"
"    80"
"    92"
"    88"
"    88"
"    55"
"    21"
"    15"
"    23"
"    23"
"    44"
"    71"
"    82"
"    73"
"    71"
"    67"
"    76"
"    80"
"    86"
"    76"
"   103"
"    78"
"    99"
"    97"
"    86"
"    84"
"    84"
"    80"
"    50"
"    34"
"    32"
"    31"
"    25"
"    25"
"    32"
"    59"
"    86"
"    82"
"    76"
"    73"
"    74"
"    88"
"    82"
"    69"
"    61"
"    59"
"    82"
"    90"
"    99"
"   111"
"   115"
"   178"
"   134"
"    46"
"    55"
"    32"
"    46"
"    32"
"    82"
"    78"
"    73"
"    63"
"    63"
"    78"
"   109"
"   109"
"    46"
"    36"
"    38"
"    34"
"    38"
"    42"
"    48"
"    63"
"    94"
"    78"
"    40"
"    73"
"    21"
"    23"
"    29"
"    46"
"    71"
"   155"
"   235"
"   308"
"   180"
"   138"
"   115"
"    84"
"    76"
"    57"
"    67"
"    97"
"   117"
"   132"
"    86"
"   132"
"   126"
"    97"
"   103"
"    71"
"    23"
"    31"
"    53"
"    82"
"    76"
"    38"
"    52"
"    48"
"    65"
"    69"
"    73"
"    65"
"    61"
"    57"
"    53"
"    53"
"    61"
"    67"
"    76"
"    86"
"   103"
"    99"
"    86"
"    61"
"    44"
"    86"
"    96"
"   136"
"   183"
"    31"
"    53"
"    69"
"    88"
"   160"
"   147"
"   113"
"    80"
"    57"
"    65"
"    74"
"    63"
"    52"
"    59"
"    71"
"    88"
"    69"
"    50"
"    29"
"    19"
"    21"
"    21"
"    25"
"    32"
"    36"
"    38"
"    40"
"    34"
"    40"
"    38"
"    32"
"    21"
"    29"
"    27"
"    34"
"    46"
"    46"
"    57"
"    88"
"    90"
"    57"
"    36"
"    23"
"    23"
"    21"
"    15"
"    23"
"    21"
"   118"
"   111"
"    97"
"    84"
"    57"
"    78"
"    67"
"    50"
"    40"
"    59"
"    53"
"    53"
"    48"
"    52"
"    82"
"    97"
"    63"
"    50"
"    42"
"    29"
"    27"
"    25"
"    27"
"    31"
"    46"
"    61"
"    63"
"    65"
"    65"
"    57"
"    71"
"    88"
"    78"
"    59"
"    59"
"    52"
"    65"
"      "
"   117"
"   155"
"   155"
"   107"
"    61"
"    15"
"    34"
"    69"
"    71"
"   105"
"    10"
"    13"
"     6"
"     6"
"     8"
"    11"
"    13"
"    13"
"    15"
"    46"
"    42"
"    52"
"    48"
"    52"
"    42"
"    38"
"    34"
"    29"
"    15"
"    11"
"    11"
"    15"
"    19"
"    25"
"    25"
"    32"
"    15"
"    21"
"    53"
"    73"
"    69"
"    65"
"    71"
"    42"
"    42"
"    38"
"    21"
"    11"
"    21"
"    23"
"    25"
"    17"
"    10"
"     8"
"     6"
"     8"
"    11"
"    10"
"    17"
"    34"
"    36"
"    36"
"    40"
"    50"
"    46"
"    40"
"    42"
"    53"
"    44"
"    48"
"    67"
"    59"
"    61"
"    63"
"    50"
"    57"
"    27"
"    15"
"     6"
"     8"
"    10"
"    10"
"    21"
"    46"
"    67"
"    52"
"    40"
"    34"
"    40"
"    44"
"    52"
"    48"
"    48"
"    52"
"    42"
"    50"
"    52"
"    44"
"    44"
"    31"
"    17"
"    11"
"    11"
"    11"
"    11"
"    11"
"    36"
"    57"
"    50"
"    32"
"    44"
"    48"
"    48"
"    53"
"    50"
"    46"
"    52"
"    57"
"    55"
"    61"
"    61"
"    48"
"    50"
"    46"
"    25"
"    21"
"    15"
"    17"
"    17"
"    19"
"    34"
"    59"
"    74"
"    73"
"    63"
"    90"
"    90"
"    97"
"    88"
"    92"
"    82"
"    86"
"    80"
"    73"
"    76"
"    67"
"    59"
"    46"
"    29"
"    15"
"    17"
"    23"
"    25"
"    29"
"     8"
"    27"
"    25"
"    25"
"    29"
"    92"
"    97"
"   105"
"    73"
"    74"
"   141"
"    76"
"    84"
"    65"
"    67"
"    63"
"    53"
"    38"
"    25"
"    17"
"    17"
"    15"
"    17"
"    17"
"    11"
"     6"
"     8"
"    11"
"    15"
"    11"
"    15"
"    15"
"    13"
"    13"
"    32"
"    25"
"    17"
"    15"
"    19"
"    21"
"    17"
"    13"
"    10"
"     8"
"     6"
"     6"
"     6"
"     8"
"    82"
"    88"
"    46"
"    25"
"    38"
"    31"
"    34"
"    25"
"    29"
"    23"
"    21"
"    21"
"    17"
"    19"
"    21"
"    17"
"    15"
"    11"
"     8"
"     6"
"     4"
"     6"
"    10"
"    10"
"   583"
"   690"
"   626"
"   399"
"   267"
"   269"
"   187"
"   134"
"    82"
"    46"
"    29"
"    36"
"    88"
"   147"
"   191"
"   248"
"   296"
"   260"
"    96"
"    69"
"    90"
"    59"
"    63"
"    78"
"    36"
"    46"
"    44"
"    44"
"    52"
"    46"
"    76"
"    46"
"    27"
"    29"
"    23"
"    38"
"    67"
"    92"
"   157"
"   139"
"   145"
"   126"
"   111"
"    90"
"   126"
"   168"
"   239"
"   466"
"    23"
"    32"
"    42"
"    59"
"    78"
"    80"
"    80"
"    74"
"   101"
"    71"
"    55"
"      "
"    69"
"    82"
"    90"
"    99"
"    84"
"    50"
"    46"
"    38"
"    25"
"    21"
"    23"
"    31"
"    99"
"   139"
"   138"
"   168"
"   191"
"   225"
"   246"
"   201"
"   155"
"   130"
"   145"
"   199"
"   132"
"   139"
"   113"
"    99"
"    92"
"    76"
"    61"
"    44"
"    29"
"    21"
"    21"
"    29"
"    55"
"   101"
"   151"
"   132"
"   147"
"   103"
"    90"
"    88"
"    92"
"    78"
"    73"
"    92"
"   109"
"   109"
"   193"
"   403"
"   250"
"   178"
"   124"
"    80"
"    63"
"    73"
"    71"
"    53"
"    82"
"    92"
"   105"
"    74"
"    74"
"    76"
"    67"
"    65"
"    55"
"    50"
"    46"
"    69"
"    84"
"   130"
"   111"
"   118"
"   149"
"   202"
"   138"
"   113"
"    82"
"    71"
"    78"
"    63"
"    65"
"    63"
"    59"
"    44"
"    50"
"    50"
"    44"
"    53"
"    48"
"    34"
"    32"
"    34"
"    34"
"    36"
"    48"
"    67"
"    76"
"    53"
"    34"
"    23"
"    27"
"    32"
"    46"
"    53"
"   147"
"   197"
"   233"
"   244"
"   273"
"   239"
"   138"
"   132"
"    96"
"    80"
"    74"
"    69"
"    65"
"    63"
"    82"
"    74"
"    96"
"    74"
"    48"
"    40"
"    32"
"    40"
"    65"
"    76"
"    21"
"    31"
"    50"
"   101"
"   113"
"    71"
"    52"
"    57"
"    97"
"   115"
"   132"
"   216"
"   308"
"   363"
"   363"
"   332"
"   298"
"   218"
"   141"
"    88"
"    86"
"   103"
"   149"
"   120"
"    21"
"    25"
"    31"
"    36"
"   117"
"    99"
"   147"
"    76"
"    36"
"    40"
"    31"
"    38"
"    44"
"    48"
"    86"
"   141"
"   117"
"    59"
"    27"
"    25"
"    17"
"    15"
"    11"
"    15"
"    29"
"    27"
"    29"
"    31"
"    32"
"    34"
"    44"
"    40"
"    34"
"    34"
"    32"
"    34"
"    38"
"    36"
"    48"
"    57"
"    63"
"    44"
"    25"
"    15"
"    11"
"    11"
"    10"
"    13"
"   160"
"   115"
"    94"
"    59"
"    59"
"    82"
"    69"
"    59"
"    52"
"    48"
"    42"
"    46"
"    40"
"    76"
"    69"
"    61"
"    65"
"    44"
"    29"
"    21"
"    19"
"    19"
"    19"
"    27"
"    11"
"    15"
"    17"
"    17"
"    29"
"    29"
"    32"
"    34"
"    40"
"    40"
"    53"
"    57"
"    65"
"    67"
"    74"
"    80"
"    92"
"    73"
"    74"
"    73"
"    65"
"    67"
"    97"
"   159"
"    29"
"    29"
"    27"
"    29"
"    29"
"    25"
"    21"
"    17"
"    15"
"    15"
"    17"
"    17"
"    21"
"    17"
"    19"
"    19"
"    19"
"    15"
"    10"
"     6"
"     6"
"     8"
"     8"
"    10"
"   176"
"   235"
"   248"
"   399"
"   285"
"   195"
"    99"
"    57"
"    61"
"    52"
"    46"
"    48"
"    50"
"    50"
"    53"
"    67"
"    71"
"    48"
"    36"
"    27"
"    25"
"    23"
"    23"
"    25"
"    32"
"    36"
"    42"
"   159"
"   138"
"   111"
"    88"
"    97"
"    67"
"    46"
"    40"
"    42"
"    42"
"    57"
"    48"
"    53"
"    97"
"    67"
"    73"
"    61"
"    53"
"    69"
"   118"
"   143"
"    96"
"   166"
"   143"
"   159"
"   225"
"   229"
"   231"
"    84"
"    50"
"    40"
"    36"
"    55"
"    48"
"    46"
"    61"
"    73"
"    92"
"    61"
"    65"
"    76"
"    76"
"    50"
"    69"
"    44"
"   191"
"   216"
"   162"
"   306"
"   329"
"   329"
"   201"
"    86"
"    61"
"    53"
"    36"
"    32"
"    40"
"    52"
"    67"
"   120"
"   107"
"    86"
"    86"
"    57"
"    42"
"    44"
"    46"
"    50"
"   120"
"   134"
"   118"
"    92"
"    74"
"    71"
"    71"
"    73"
"    65"
"    55"
"    48"
"    50"
"      "
"    84"
"    50"
"    88"
"   157"
"   107"
"    67"
"    57"
"    61"
"    63"
"    78"
"   143"
"    50"
"    53"
"    67"
"    74"
"   101"
"   111"
"    74"
"    61"
"    55"
"    42"
"    46"
"    46"
"    40"
"    44"
"    52"
"    55"
"    82"
"   113"
"    71"
"    74"
"    61"
"    74"
"    71"
"    86"
"    82"
"    94"
"    71"
"    76"
"   151"
"   126"
"    59"
"    34"
"    31"
"    31"
"    32"
"    36"
"    44"
"    61"
"    42"
"    38"
"    38"
"    36"
"    34"
"    34"
"    21"
"    21"
"    17"
"    34"
"   604"
"   716"
"   802"
"   732"
"   491"
"   327"
"   122"
"    63"
"    52"
"    42"
"    44"
"    50"
"    46"
"    80"
"   162"
"   187"
"   235"
"   139"
"   117"
"    84"
"    63"
"    53"
"    57"
"    78"
"    86"
"   113"
"   103"
"   107"
"   105"
"    96"
"   128"
"    71"
"    53"
"    57"
"    55"
"    48"
"    61"
"    94"
"   319"
"   709"
"   720"
"   437"
"   279"
"   201"
"   340"
"   439"
"   539"
"   575"
"    32"
"    69"
"    63"
"    84"
"    86"
"    78"
"    65"
"    69"
"    63"
"    71"
"    59"
"    63"
"    65"
"    86"
"   168"
"   222"
"   225"
"   109"
"   117"
"   128"
"    97"
"    46"
"    94"
"    78"
"   426"
"   537"
"   504"
"   371"
"   338"
"   300"
"   180"
"   132"
"   164"
"   141"
"    97"
"    99"
"    94"
"   151"
"   231"
"   256"
"   183"
"   118"
"    80"
"    44"
"    23"
"    19"
"    27"
"    23"
"    78"
"    74"
"    99"
"   143"
"    74"
"    61"
"    57"
"    61"
"    71"
"    65"
"    61"
"    65"
"    67"
"    74"
"    99"
"   128"
"   199"
"   302"
"   288"
"   290"
"   275"
"   329"
"   275"
"   311"
"    53"
"    78"
"   101"
"   130"
"   225"
"   159"
"   107"
"    76"
"    44"
"    44"
"    46"
"    52"
"    61"
"    53"
"    78"
"   124"
"   130"
"   130"
"   111"
"    69"
"    74"
"    61"
"    55"
"    86"
"    67"
"   101"
"   103"
"   128"
"   128"
"   107"
"    61"
"    40"
"    32"
"    40"
"    31"
"    31"
"    34"
"    32"
"    31"
"    31"
"    36"
"    44"
"    40"
"    27"
"    17"
"    17"
"    23"
"    27"
"    15"
"    19"
"    25"
"    31"
"    48"
"    52"
"    53"
"    52"
"    48"
"    44"
"    44"
"    52"
"    46"
"    50"
"    53"
"    90"
"    88"
"    73"
"    36"
"    17"
"    21"
"    21"
"    40"
"    36"
"    40"
"    32"
"    34"
"    40"
"    48"
"    48"
"    50"
"    53"
"    44"
"    44"
"    42"
"    36"
"    40"
"    48"
"    44"
"    76"
"    97"
"    69"
"    29"
"    17"
"    10"
"    10"
"    11"
"    10"
"    38"
"    48"
"    52"
"    61"
"    84"
"   101"
"    97"
"    76"
"    73"
"    55"
"    52"
"    42"
"    46"
"    42"
"    46"
"    63"
"    82"
"    55"
"    36"
"    25"
"    25"
"    23"
"    23"
"    29"
"    38"
"    38"
"    31"
"    31"
"    38"
"    32"
"    34"
"    27"
"    27"
"    32"
"    27"
"    23"
"    25"
"    25"
"    38"
"    57"
"    88"
"    86"
"    80"
"    52"
"    36"
"    32"
"    29"
"    36"
"   105"
"   130"
"   153"
"   191"
"   172"
"   199"
"   159"
"    84"
"    50"
"    61"
"    55"
"    50"
"    61"
"    65"
"    67"
"    55"
"    48"
"    50"
"    38"
"    25"
"    25"
"    27"
"    29"
"    31"
"    19"
"    36"
"    59"
"    61"
"    82"
"    67"
"    61"
"    53"
"    46"
"    42"
"    40"
"    36"
"    27"
"    21"
"    29"
"    48"
"    80"
"    40"
"    46"
"    82"
"    53"
"    74"
"    94"
"   105"
"    17"
"    53"
"    74"
"    63"
"    53"
"    59"
"    44"
"    59"
"    48"
"    48"
"    46"
"    44"
"    40"
"    38"
"    40"
"    44"
"    36"
"    34"
"    23"
"    15"
"    11"
"    11"
"    10"
"    13"
"    21"
"    40"
"    48"
"    52"
"    55"
"    50"
"    34"
"    52"
"    46"
"    52"
"    53"
"      "
"    57"
"    55"
"    57"
"    59"
"    59"
"    65"
"    27"
"    10"
"     8"
"     8"
"    13"
"     8"
"    80"
"   122"
"   138"
"   113"
"   109"
"    88"
"    73"
"    53"
"    52"
"    53"
"    59"
"    63"
"    59"
"    71"
"    65"
"    65"
"    73"
"    67"
"    29"
"    19"
"    15"
"    13"
"    13"
"    15"
"    94"
"   204"
"   206"
"   160"
"   231"
"   185"
"    69"
"    82"
"    67"
"    46"
"    63"
"    71"
"    78"
"    96"
"    84"
"   126"
"   139"
"   130"
"   204"
"    65"
"    53"
"    42"
"    46"
"    44"
"    19"
"    52"
"    40"
"    53"
"    31"
"    21"
"    44"
"    44"
"    34"
"    42"
"    63"
"    69"
"    69"
"    61"
"    76"
"    73"
"    73"
"    82"
"    67"
"    50"
"    50"
"    69"
"    63"
"    84"
"    29"
"    46"
"    32"
"    29"
"    27"
"    34"
"    31"
"    27"
"    23"
"    21"
"    27"
"    50"
"    50"
"    52"
"    44"
"    50"
"    44"
"    38"
"    27"
"    17"
"    17"
"    19"
"    15"
"    15"
"     8"
"    10"
"     8"
"     8"
"     8"
"     8"
"     8"
"    10"
"    29"
"    32"
"    25"
"    32"
"    38"
"    52"
"    61"
"    48"
"    40"
"    29"
"    15"
"    13"
"    11"
"    13"
"    11"
"    15"
"    13"
"    15"
"    13"
"    15"
"    15"
"    17"
"    15"
"    13"
"    11"
"    11"
"    13"
"    13"
"    15"
"    19"
"    11"
"    10"
"    11"
"    13"
"     8"
"     6"
"     6"
"     6"
"     4"
"     6"
"    67"
"    63"
"    84"
"    92"
"   103"
"    74"
"    73"
"    63"
"    59"
"    44"
"    48"
"    52"
"    42"
"    42"
"    42"
"    46"
"    46"
"    57"
"    42"
"    27"
"    15"
"    11"
"    10"
"    10"
"    38"
"    48"
"   124"
"   170"
"    74"
"    67"
"    48"
"    50"
"    59"
"    61"
"    52"
"    52"
"    53"
"    57"
"    52"
"    59"
"    74"
"    94"
"    57"
"    29"
"    21"
"    21"
"    27"
"    48"
"    90"
"   105"
"   117"
"   103"
"   153"
"    50"
"    48"
"    48"
"    42"
"    42"
"    38"
"    42"
"    46"
"    46"
"    46"
"    46"
"    57"
"    42"
"    25"
"    15"
"    15"
"    15"
"    21"
"    27"
"    53"
"    53"
"    52"
"   149"
"   141"
"   122"
"    74"
"    61"
"    73"
"    57"
"    61"
"    74"
"    78"
"   138"
"   187"
"    88"
"   109"
"   115"
"    90"
"   128"
"    73"
"    73"
"    65"
"    86"
"    99"
"   120"
"   134"
"   118"
"    96"
"    74"
"    55"
"    53"
"    50"
"    55"
"    55"
"    44"
"    38"
"    42"
"    44"
"    71"
"   101"
"    99"
"    63"
"    42"
"    27"
"    40"
"    50"
"    38"
"    50"
"    78"
"    82"
"    67"
"    88"
"    78"
"    71"
"    74"
"    65"
"    61"
"    78"
"    82"
"    80"
"    42"
"    59"
"    76"
"    82"
"    67"
"    65"
"    53"
"    55"
"    55"
"    67"
"    82"
"    53"
"    86"
"   122"
"    86"
"    78"
"    76"
"    59"
"    53"
"    53"
"    52"
"    50"
"    40"
"    46"
"    44"
"    46"
"    67"
"    63"
"    59"
"    50"
"    36"
"    31"
"    32"
"    34"
"    42"
"   101"
"   187"
"   172"
"   189"
"   122"
"    94"
"    86"
"    84"
"    80"
"   103"
"    80"
"    94"
"   237"
"   267"
"   374"
"   348"
"   325"
"   227"
"   197"
"   143"
"    97"
"    57"
"    46"
"    46"
"    69"
"    74"
"    74"
"    74"
"    59"
"    53"
"    59"
"    55"
"    46"
"    50"
"    59"
"      "
"    88"
"    92"
"   105"
"   128"
"   191"
"   168"
"   153"
"    84"
"    57"
"    46"
"    50"
"    86"
"   195"
"   183"
"   168"
"   191"
"   132"
"    52"
"    34"
"    29"
"    25"
"    25"
"    27"
"    34"
"   120"
"   145"
"   227"
"   294"
"   275"
"   265"
"   185"
"    96"
"    71"
"    55"
"    67"
"    71"
"    19"
"    46"
"    53"
"    97"
"    82"
"    48"
"    29"
"    25"
"    23"
"    27"
"    29"
"    31"
"    50"
"    46"
"    44"
"    65"
"    52"
"    48"
"    34"
"    29"
"    27"
"    31"
"    36"
"   172"
"    40"
"    76"
"    73"
"    82"
"    73"
"    57"
"    40"
"    36"
"    32"
"    27"
"    53"
"    42"
"    48"
"    55"
"    53"
"    84"
"    92"
"    67"
"    44"
"    38"
"    17"
"    17"
"    13"
"    10"
"     8"
"    13"
"    36"
"    38"
"    42"
"    46"
"    42"
"    40"
"    36"
"    38"
"    44"
"    48"
"    48"
"    44"
"    40"
"    73"
"    59"
"    57"
"    42"
"    27"
"    19"
"    21"
"    19"
"    23"
"    13"
"    15"
"    17"
"    15"
"    21"
"    53"
"    50"
"    27"
"    31"
"    17"
"    31"
"    25"
"    25"
"    15"
"    19"
"    10"
"    11"
"    13"
"    25"
"    11"
"     8"
"     4"
"     4"
"     2"
"    23"
"    32"
"    40"
"    27"
"    19"
"    25"
"    21"
"    19"
"    27"
"    23"
"    19"
"    19"
"    34"
"    36"
"    31"
"    32"
"    36"
"    44"
"    27"
"    15"
"    10"
"    10"
"     8"
"     8"
"    52"
"    57"
"    59"
"    67"
"    74"
"    61"
"    67"
"    52"
"    57"
"    63"
"    57"
"    29"
"    25"
"    29"
"    27"
"    32"
"    52"
"    65"
"    67"
"    34"
"    19"
"    10"
"    10"
"    17"
"    84"
"    88"
"   105"
"    78"
"    92"
"    55"
"    48"
"    50"
"    61"
"    50"
"    38"
"    52"
"    53"
"    55"
"    46"
"    52"
"    71"
"    88"
"    76"
"    59"
"    46"
"    38"
"    42"
"    53"
"    44"
"    53"
"    48"
"    61"
"    53"
"    38"
"    46"
"    65"
"    40"
"    50"
"    52"
"    55"
"    57"
"    57"
"    44"
"    61"
"    96"
"   170"
"   155"
"    92"
"    82"
"    74"
"    61"
"    55"
"    92"
"   107"
"   250"
"   248"
"   176"
"    90"
"    46"
"    34"
"    29"
"    29"
"    36"
"    44"
"    38"
"    34"
"    46"
"    52"
"    59"
"    76"
"   111"
"    82"
"    63"
"    46"
"    29"
"    29"
"    92"
"    40"
"    27"
"    25"
"    32"
"    32"
"    34"
"    31"
"    27"
"    21"
"    25"
"    23"
"    32"
"    31"
"    50"
"    53"
"    53"
"    50"
"    67"
"    57"
"    29"
"    31"
"    57"
"    82"
"   437"
"   378"
"   235"
"   202"
"   134"
"   109"
"    61"
"    74"
"    48"
"    65"
"    82"
"    34"
"    46"
"    52"
"    65"
"    65"
"    67"
"    84"
"   109"
"   109"
"    82"
"    67"
"    50"
"    84"
"    50"
"    67"
"    99"
"   105"
"   122"
"    71"
"    63"
"    67"
"    59"
"    48"
"    48"
"    59"
"    88"
"   120"
"   139"
"   306"
"   180"
"   241"
"   432"
"   451"
"   497"
"   520"
"   424"
"   441"
"      "
"      "
"      "
"      "
"      "
"      "
"      "
"      "
"      "
"      "
"      "
"      "
"      "
"    61"
"    94"
"    80"
"    96"
"   117"
"   120"
"    44"
"    25"
"    23"
"    27"
"    29"
"    55"
"    69"
"    84"
"    94"
"    65"
"    48"
"    36"
"    36"
"    31"
"      "
"      "
"    44"
"    42"
"      "
"    46"
"    92"
"   115"
"   139"
"   113"
"   101"
"    55"
"    46"
"    38"
"      "
"   117"
"    84"
"   130"
"   115"
"    84"
"    63"
"    52"
"    44"
"    34"
"    34"
"    48"
"    50"
"    55"
"    76"
"   103"
"   130"
"   145"
"   147"
"   138"
"   147"
"    76"
"    78"
"    52"
"    53"
"   145"
"   172"
"   151"
"   124"
"    99"
"    59"
"    34"
"    31"
"    32"
"    31"
"    31"
"    34"
"    36"
"    40"
"    50"
"    57"
"    86"
"   115"
"    71"
"    76"
"    65"
"   117"
"   151"
"    94"
"    10"
"    13"
"    32"
"    44"
"    32"
"    36"
"    31"
"    32"
"    29"
"    29"
"    31"
"    31"
"    32"
"    31"
"    29"
"    46"
"    73"
"    88"
"   122"
"   115"
"    97"
"    61"
"    69"
"    74"
"    17"
"    29"
"    34"
"    67"
"    76"
"    59"
"    36"
"    15"
"    23"
"    23"
"    32"
"    44"
"    50"
"    65"
"    59"
"    48"
"    34"
"    29"
"    25"
"     8"
"     8"
"     6"
"     6"
"     8"
"    65"
"   109"
"   130"
"    82"
"    74"
"    73"
"    46"
"    48"
"    50"
"    63"
"    38"
"    50"
"    32"
"    27"
"    36"
"    36"
"    76"
"    96"
"    90"
"    53"
"    23"
"    15"
"    19"
"    13"
"      "
"      "
"      "
"      "
"      "
"      "
"      "
"      "
"      "
"      "
"      "
"      "
"      "
"      "
"    27"
"    59"
"   130"
"   435"
"   489"
"   329"
"   139"
"    99"
"    65"
"    53"
"    48"
"    52"
"    90"
"    69"
"    74"
"    80"
"    71"
"    76"
"    86"
"   105"
"      "
"      "
"      "
"      "
"    84"
"    92"
"    97"
"    88"
"    55"
"    42"
"    36"
"    32"
"    36"
"      "
"    38"
"    44"
"    69"
"    65"
"    88"
"    48"
"    40"
"    38"
"    42"
"    32"
"    36"
"    25"
"    25"
"    25"
"    40"
"    55"
"    96"
"   124"
"   101"
"    69"
"    57"
"    53"
"    42"
"    52"
"   143"
"   149"
"   164"
"   138"
"   130"
"    69"
"    48"
"    36"
"    48"
"    59"
"    46"
"    38"
"    55"
"    92"
"    76"
"   101"
"   138"
"   292"
"   296"
"   185"
"   101"
"    73"
"    59"
"    53"
"    46"
"    42"
"   111"
"   122"
"   120"
"   101"
"    55"
"    36"
"    48"
"    76"
"    55"
"    59"
"    44"
"    86"
"   103"
"   149"
"   193"
"   300"
"   235"
"   153"
"   149"
"    88"
"    59"
"    78"
"   117"
"   132"
"   126"
"    99"
"    74"
"    76"
"    46"
"    36"
"    42"
"    50"
"    42"
"    50"
"    63"
"    52"
"    48"
"   105"
"   166"
"   214"
"   124"
"    96"
"    80"
"    61"
"    48"
"    86"
"   120"
"   118"
"    99"
"    73"
"    84"
"    97"
"   107"
"    88"
"    74"
"    74"
"    78"
"    76"
"    92"
"    67"
"   103"
"   273"
"   321"
"   304"
"   258"
"   214"
