Nitrogen Oxide,Ozone,PM2.5,PM10
17.31291,54.68218,3.439,3.769
31.7322,30.78367,10.229,3.439
23.23879,35.07443,11.281,10.229
19.41235,44.20476,9.859,11.281
18.29243,44.57063,9.064,9.859
18.666,50.62426,9.101,9.064
25.13168,42.50841,20.024,9.101
43.53615,41.66024,20.429,20.024
71.98459,27.2912,19.201,20.429
73.99319,27.54066,18.823,19.201
79.45864,26.79227,9.288,18.823
31.34444,57.07702,6.035,9.288
18.07791,76.08606,6.745,6.035
12.70569,80.5265,7.689,6.745
14.71478,80.97553,8.554,7.689
12.65932,80.42671,8.441,8.554
15.64855,77.08391,8.068,8.441
16.95718,70.34843,9.519,8.068
21.34733,66.10756,12.038,9.519
21.62798,64.46111,12.349,12.038
22.28206,66.5566,11.146,12.349
28.91557,62.5153,8.189,11.146
18.73198,64.76047,5.613,8.189
21.90817,60.76907,5.333,5.613
23.45012,57.57595,5.314,5.333
9.24885,72.5437,5.189,5.314
7.19387,77.23359,5.601,5.189
9.62274,74.88864,6.738,5.601
13.95105,68.9847,7.696,6.738
23.35673,51.55558,9.929,7.696
17.78721,69.69982,5.05,9.929
13.80873,71.94499,5.158,5.05
18.02149,70.04907,4.139,5.158
22.84242,66.5566,3.231,4.139
28.64686,63.41337,4.035,3.231
36.13573,52.38713,3.672,4.035
33.56151,54.28304,3.05,3.672
27.05518,40.86196,8.326,3.05
22.79557,49.04433,7.882,8.326
38.47663,40.6125,7.738,7.882
26.68081,42.75787,6.585,7.738
37.44675,42.15916,4.542,6.585
30.14435,42.00949,7.434,4.542
32.62534,41.56045,9.441,7.434
39.17852,37.76862,8.469,9.441
77.37401,26.24346,10.488,8.469
82.10171,18.36044,12.106,10.488
109.85974,6.98495,14.75,12.106
77.74886,4.19097,12.281,14.75
50.17826,7.58366,9.939,12.281
41.80008,7.83312,10.908,9.939
29.11494,13.07184,15.75,10.908
25.40119,19.62438,17.297,15.75
21.96889,38.25092,19.047,17.297
20.28876,49.94239,5.078,19.047
30.08171,41.80992,5.226,5.078
40.57751,35.42368,4.075,5.226
50.18304,36.37163,3.101,4.075
44.09173,47.59745,2.807,3.101
40.67123,54.18326,4.224,2.807
30.87827,64.31143,3.948,4.224
41.18664,63.31358,4.014,3.948
28.06689,65.45896,3.79,4.014
31.67483,70.44821,3.443,3.79
28.53546,71.09681,3.509,3.443
27.69204,70.89724,3.413,3.509
22.58471,71.24649,3.797,3.413
18.64879,70.79746,3.476,3.797
21.69444,66.5067,3.953,3.476
31.72168,58.12476,4.302,3.953
53.13499,49.29379,4.724,4.302
79.88991,35.17421,5.127,4.724
59.83543,28.33894,5.361,5.127
29.89429,48.19616,5.234,5.361
18.60193,54.08347,4.807,5.234
17.52424,61.36778,4.96,4.807
15.43133,63.72935,4.778,4.96
15.68122,66.45681,4.979,4.778
80.72184,4.09119,6.21,4.979
56.80125,17.11313,5.502,6.21
58.11418,25.34539,6.212,5.502
58.44265,33.2783,4.467,6.212
55.01832,33.82712,3.632,4.467
39.4936,51.8882,4.929,3.632
35.41281,52.83616,4,4.929
28.61148,62.76477,2.984,4
45.68437,55.92949,3.972,2.984
44.65305,43.9054,4.948,3.972
23.87422,63.66283,4.408,4.948
25.234,57.82541,4.087,4.408
24.71858,61.51745,5.613,4.087
18.05783,63.26369,5.134,5.613
21.34111,59.67143,5.684,5.134
29.08052,54.43272,6.542,5.684
43.71449,47.79702,7.064,6.542
44.88733,42.6082,7.248,7.064
38.32076,42.90755,8.278,7.248
26.31361,44.10497,8.969,8.278
14.53978,46.30024,8.759,8.969
12.38296,48.64519,9.019,8.759
13.25809,48.7616,8.861,9.019
14.25896,52.35386,6.677,8.861
33.33535,31.23271,5.889,6.677
70.52153,6.88517,6.047,5.889
44.32267,24.34754,5.248,6.047
39.76805,25.19571,6.04,5.248
37.27988,32.48002,5.524,6.04
39.67386,34.77507,5.901,5.524
46.20074,44.554,5.625,5.901
46.10703,53.83401,5.514,5.625
25.49506,65.00993,5.729,5.514
27.65523,64.21165,6.097,5.729
24.69659,69.8495,6.627,6.097
21.73891,70.19875,5.172,6.627
21.64472,68.40262,5.033,5.172
44.04057,65.15961,5.606,5.033
66.01424,51.53895,7.5,5.606
75.78042,27.19141,12.618,7.5
80.00609,20.45593,14.052,12.618
109.86739,10.42753,14.67,14.052
119.96204,2.94366,10.465,14.67
81.03884,0.89807,8.691,10.465
79.9119,1.29721,9.561,8.691
62.91551,2.6443,7.63,9.561
35.62095,16.09865,7.205,7.63
42.82024,21.75313,6.406,7.205
45.58922,25.19571,11.594,6.406
70.00706,10.92646,10.116,11.594
141.18936,2.04559,9.649,10.116
160.05569,1.54667,8.526,9.649
150.36362,8.03269,7.762,8.526
84.30874,24.19786,7.396,7.762
37.44962,46.64949,7.047,7.396
22.25337,62.66498,5.415,7.047
28.22898,62.5652,5.451,5.415
35.84981,55.231,6.097,5.451
37.77905,50.44132,5.936,6.097
25.12308,59.42197,4.807,5.936
35.70877,49.79272,5.71,4.807
33.16897,46.5497,6.408,5.71
58.00995,43.20691,6.474,6.408
108.39763,25.69464,11.134,6.474
105.19802,20.35614,13.061,11.134
129.47482,9.23011,11.373,13.061
100.96422,4.49033,10.009,11.373
69.48925,4.93936,8.632,10.009
43.84789,21.00474,7,8.632
33.92153,31.43228,5.965,7
17.37634,44.43759,5.762,5.965
24.84083,39.44834,5.776,5.762
16.1066,76.18585,11.219,5.776
21.2866,71.39617,13.099,11.219
20.9108,74.24004,12.646,13.099
23.31242,77.88219,9.821,12.646
25.00785,80.37682,7.326,9.821
19.3086,86.61338,5.307,7.326
22.88832,82.82155,5.613,5.307
21.89908,84.71747,5.238,5.613
35.41568,74.04047,4.861,5.238
15.54193,87.1622,4.679,4.861
28.54024,72.89294,4.552,4.679
29.43481,65.45896,9.384,4.552
31.55434,60.07057,14.04,9.384
35.1331,59.17251,8.774,14.04
77.80146,38.81637,12.599,8.774
100.59559,23.00044,8.656,12.599
136.48222,13.92001,9.219,8.656
140.20251,3.29291,10.55,9.219
125.27305,1.29721,7.87,10.55
98.61758,1.19742,7.828,7.87
57.12733,11.37549,8.146,7.828
41.25645,30.13507,7.351,8.146
22.85692,43.10712,7.417,7.351
26.81325,38.58353,8.573,7.417
35.2163,58.22455,1.873,8.573
17.06572,75.48735,4.45,1.873
18.90458,82.17295,6.748,4.45
14.28446,89.30758,5.738,6.748
13.86037,94.19704,4.913,5.738
14.00141,98.53769,4.984,4.913
19.61173,93.54844,5.564,4.984
16.17019,94.69597,5.469,5.564
19.1403,89.40736,5.774,5.469
18.43315,89.90629,7.601,5.774
15.74609,88.40951,9.599,7.601
14.80275,89.1579,10.144,9.599
15.13266,96.29253,9.785,10.144
22.25194,77.78241,11.047,9.785
20.97869,76.28563,9.842,11.047
20.22469,72.5437,11.146,9.842
19.04563,67.00563,13.309,11.146
20.13002,62.21595,15.816,13.309
20.36573,62.76477,16.795,15.816
20.8845,63.01423,16.465,16.795
12.87017,70.44821,16.316,16.465
12.82331,72.34413,17.182,16.316
12.63461,72.84305,17.42,17.182
12.82268,75.90312,14.976,17.42
21.23592,54.23315,3.906,14.976
25.38844,58.77337,4.262,3.906
29.68343,58.97294,3.59,4.262
15.47882,73.94069,2.792,3.59
13.16661,75.188,3.186,2.792
11.37316,77.53295,2.962,3.186
19.82067,76.38542,1.861,2.962
26.56797,69.60004,2.915,1.861
35.81778,64.66068,3.031,2.915
26.71045,67.25509,3.88,3.031
38.88543,60.66928,3.988,3.88
25.67244,62.86455,3.208,3.988
26.19073,62.31573,2.41,3.208
22.98251,67.60434,3.125,2.41
18.92371,75.98628,3.639,3.125
16.9414,63.66283,4.583,3.639
16.51683,60.41982,6.215,4.583
22.69851,54.23315,6.535,6.215
22.5106,49.29379,5.446,6.535
14.86538,58.47401,4.278,5.446
13.35547,58.67358,4.017,4.278
10.05162,64.91014,3.599,4.017
10.88595,62.79803,3.153,3.599
43.73059,45.9011,2.387,3.153
0,82.02327,16.66,2.387
0,73.09251,18.106,16.66
0,68.00348,20.156,18.106
17.84602,68.10326,22.274,20.156
18.07886,77.38327,22.861,22.274
33.32149,71.39617,23.861,22.861
38.66597,65.10971,15.418,23.861
38.47998,64.11186,10.736,15.418
44.93993,50.79057,8.092,10.736
39.34778,50.39143,7.736,8.092
0,0,0,7.736
0,0,0,0
0,0,0,0
0,0,0,0
71.07185,29.38668,0,0
99.39645,17.21291,18.887,0
127.15352,9.08044,21.153,18.887
122.28238,6.73549,18.804,21.153
78.96904,9.08044,16.172,18.804
42.98296,15.26711,13.109,16.172
41.28131,15.81592,9.752,13.109
28.04108,31.48217,7.215,9.752
41.29725,21.48704,6.347,7.215
33.47895,40.7788,4.083,6.347
9.75949,62.01638,21.804,4.083
12.78028,61.16821,21.21,21.804
19.56535,52.48691,20.991,21.21
23.93398,47.69723,19.934,20.991
26.95478,48.24605,15.8,19.934
40.43264,48.44562,12.177,15.8
50.65639,45.35228,13.649,12.177
62.55357,44.70368,13.835,13.649
46.38099,55.82971,12.837,13.835
34.57657,64.36133,13.693,12.837
27.09391,66.35703,13.769,13.693
21.47116,70.24864,11.684,13.769
26.58279,66.15746,10.995,11.684
30.34755,56.47831,11.571,10.995
35.22729,54.73207,12.425,11.571
34.7157,55.28089,14.5,12.425
42.43025,53.33508,15.498,14.5
43.96407,53.73422,16.219,15.498
24.95669,65.60864,15.689,16.219
15.15035,65.65853,16.967,15.689
6.83193,72.99273,16.691,16.967
4.08988,79.57854,15.901,16.691
3.40744,81.09194,15.672,15.901
0,84.15202,16.144,15.672
10.17785,77.53295,9.267,16.144
16.54504,75.73682,9.896,9.267
17.47403,73.64133,10.132,9.896
24.30596,67.40477,11.62,10.132
28.8601,64.81036,11.311,11.62
33.18235,62.86455,10.894,11.311
35.04178,61.66713,10.83,10.894
37.59736,63.76262,11.21,10.83
33.97269,61.16821,10.943,11.21
28.02386,67.80391,11.061,10.943
28.58136,67.80391,11.399,11.061
31.36978,71.24649,11.323,11.399
25.32819,66.60649,11.946,11.323
24.86346,60.07057,14.097,11.946
26.76926,57.82541,17.469,14.097
34.43648,45.65164,22.462,17.469
39.45631,41.66024,25.944,22.462
48.0071,39.61465,24.585,25.944
31.41616,47.44777,23.314,24.585
13.19912,57.32648,22.969,23.314
8.59764,59.97079,23.033,22.969
6.18072,59.57165,23.057,23.033
6.56816,58.67358,23.175,23.057
7.99361,60.53623,22.646,23.175
19.84458,64.81036,13.552,22.646
23.74799,66.90584,11.186,13.552
24.72384,66.75617,10.594,11.186
24.21273,69.10111,10.285,10.594
27.28038,71.54585,9.741,10.285
27.51227,73.44176,7.311,9.741
29.27798,73.09251,6.137,7.311
28.20938,80.32693,5.679,6.137
27.23352,85.1665,5.894,5.679
28.48812,84.56779,6.007,5.894
19.33298,86.06456,5.967,6.007
22.26102,83.02112,5.295,5.967
19.42622,84.01897,5.153,5.295
26.07168,78.92994,6.545,5.153
22.26102,76.93424,6.368,6.545
27.32676,70.04907,6.519,6.368
45.82302,54.78197,8.281,6.519
49.77329,50.89035,8.59,8.281
32.85675,53.18541,7.939,8.59
18.63636,57.82541,8.429,7.939
11.80443,64.61079,8.656,8.429
8.69136,72.44391,8.828,8.656
8.17913,74.04047,8.92,8.828
9.72825,77.69925,8.828,8.92
19.42622,48.29594,29.243,8.828
16.26581,52.88605,25.033,29.243
22.16827,46.40003,18.347,25.033
21.93542,46.99874,14.354,18.347
24.25911,51.8882,14.979,14.354
30.44031,54.68218,17.212,14.979
20.77358,65.75832,19.408,17.212
22.58615,66.25724,20.594,19.408
18.68273,65.95789,21.09,20.594
15.94117,72.44391,22.208,21.09
17.28804,71.39617,24.425,22.208
20.54121,64.511,25.889,24.425
23.84075,61.66713,26.099,25.889
23.51562,58.87315,25.922,26.099
28.30213,53.78412,25.137,25.922
36.57513,48.24605,26.04,25.137
35.41281,46.89895,27.745,26.04
32.34563,43.10712,25.866,27.745
26.53642,42.30884,23.3,25.866
19.4726,43.00734,23.071,23.3
16.77741,46.84906,21.757,23.071
14.96483,52.5368,19.686,21.757
18.9618,52.68648,18.868,19.686
19.8288,59.0062,16.34,18.868
10.27108,55.92949,9.359,16.34
19.05424,44.95314,9.564,9.359
25.56008,43.45637,9.377,9.564
22.21464,53.03573,9.344,9.377
22.49291,70.59789,12.389,9.344
21.47116,82.5222,12.434,12.389
18.49627,89.05811,11.547,12.434
12.54743,91.75231,9.807,11.547
11.61844,93.04951,10.762,9.807
11.01457,89.8065,12.255,10.762
13.43101,86.56349,15.163,12.255
16.17258,76.43531,18.604,15.163
32.80989,66.20735,18.481,18.604
21.9818,69.30068,16.335,18.481
21.00594,69.35058,16.316,16.335
30.48716,57.97509,11.899,16.316
20.58806,66.40692,8.712,11.899
20.12333,72.44391,7.526,8.712
11.94356,72.5437,12.307,7.526
15.7547,66.20735,19.08,12.307
16.73007,53.58455,25.484,19.08
17.61365,52.43702,28.967,25.484
15.86291,55.74655,32.62,28.967
14.62425,51.62211,32.083,32.62
15.05759,63.16391,13.189,32.083
17.84602,62.31573,13.255,13.189
25.04945,54.83186,12.3,13.255
20.7272,63.46326,10.8,12.3
20.54168,64.86025,12.05,10.8
21.98228,63.36348,12.802,12.05
30.02195,61.41767,12.04,12.802
24.86346,64.36133,11.229,12.04
20.7272,66.80606,13.16,11.229
18.82187,68.5523,15.137,13.16
21.74943,69.00133,14.359,15.137
22.44701,67.90369,14.406,14.359
26.62965,66.40692,14.347,14.406
24.35234,67.50455,13.396,14.347
24.16635,69.2009,12.884,13.396
22.21417,70.44821,10.767,12.884
24.53785,67.45466,13.526,10.767
27.60503,68.30283,13.469,13.526
20.44845,73.44176,14.08,13.469
10.17737,75.28778,13.215,14.08
10.08509,69.15101,13.234,13.215
11.85033,66.40692,11.717,13.234
12.45548,66.19072,10.25,11.717
10.34854,56.34526,9.059,10.25
26.11806,55.08132,9.17,9.059
54.74627,43.70583,9.901,9.17
52.46848,32.28045,11.363,9.901
43.63895,40.51271,11.757,11.363
45.07954,44.25465,11.418,11.757
32.43887,59.27229,10.748,11.418
27.60503,63.91229,10.599,10.748
37.64422,63.56305,10.151,10.599
33.73937,65.00993,11.017,10.151
37.55003,65.75832,11.099,11.017
25.97892,69.25079,10.554,11.099
30.85867,64.81036,9.88,10.554
33.08912,58.77337,9.71,9.88
31.50939,60.41982,9.859,9.71
24.49148,61.76692,10.92,9.859
25.79293,58.72347,10.734,10.92
37.96934,59.57165,9.175,10.734
38.66597,57.67573,9.219,9.175
35.13406,61.06842,9.297,9.219
13.24502,79.32908,9.156,9.297
8.03967,79.52865,9.5,9.156
18.35665,55.28089,10.014,9.5
13.81845,64.06197,10.854,10.014
5.3907,81.89022,11.193,10.854
66.0391,33.82712,17.859,11.193
71.8947,35.274,18.566,17.859
53.49119,60.81896,18.922,18.566
56.23372,58.32433,15.946,18.922
67.66568,46.20046,13.807,15.946
54.79265,55.58025,11.55,13.807
42.75585,67.15531,11.986,11.55
41.68724,74.33983,13.627,11.986
36.90025,76.63488,13.66,13.627
25.09583,79.07961,11.736,13.66
27.32628,74.28993,12.057,11.736
29.27894,71.1966,10.719,12.057
39.27032,65.65853,10.347,10.719
43.49933,60.91874,10.073,10.347
50.09842,55.08132,10.665,10.073
42.33797,52.03788,9.767,10.665
39.22346,49.8925,9.415,9.767
125.24676,13.62065,14.033,9.415
252.4916,1.84602,15.382,14.033
165.63254,0.94796,13.234,15.382
139.70048,1.24731,11.021,13.234
107.16837,3.69205,8.248,11.021
36.7455,24.68016,7.894,8.248
30.30101,45.50196,9.005,7.894
90.39144,3.04344,46.208,9.005
92.80837,13.27141,45.09,46.208
73.33577,27.84002,36.066,45.09
48.84382,57.72562,10.79,36.066
57.11586,63.31358,23.243,10.79
97.96686,38.36733,33.828,23.243
87.69578,54.5824,29.097,33.828
69.24589,57.17681,18.934,29.097
26.70743,80.55976,4.486,18.934
25.59116,87.51145,0,4.486
36.11039,87.36177,13.609,0
64.59899,61.41767,28.571,13.609
81.14307,46.89895,31.604,28.571
105.17029,25.59485,39.531,31.604
133.56565,15.317,40.656,39.531
156.70977,7.38409,39.007,40.656
156.66292,5.78753,35.599,39.007
111.63023,9.92861,31.002,35.599
86.7204,15.41678,26.748,31.002
49.86605,28.48862,23.632,26.748
34.57609,45.15271,23.469,23.632
34.15821,46.94884,20.689,23.469
31.54031,53.15214,18.781,20.689
46.04025,45.43544,18.066,18.781
13.21251,77.63273,9.495,18.066
26.98251,73.39187,8.568,9.495
42.93945,62.5153,7.929,8.568
40.8926,63.26369,5.939,7.929
33.82161,71.79531,3.915,5.939
31.86703,72.69337,2.682,3.915
25.12164,74.83875,1.844,2.682
21.12022,73.14241,2.243,1.844
21.39992,72.5437,2.689,2.243
26.28444,65.75832,2.776,2.689
32.19263,58.62369,2.988,2.776
39.63656,53.48476,3.818,2.988
53.96453,46.5497,4.684,3.818
47.266,44.65379,2.566,4.684
53.63989,48.5454,5.804,2.566
43.8235,47.04863,12.37,5.804
46.75393,36.02239,10.111,12.37
48.14958,30.73378,5.417,10.111
32.42548,36.87056,4.031,5.417
36.61242,28.73808,7.755,4.031
35.91436,21.05464,30.569,7.755
50.4288,16.31485,42.191,30.569
59.05099,11.9742,43.437,42.191
110.53549,1.39699,45.005,43.437
39.02552,54.03358,9.833,45.005
49.2703,49.49336,10.344,9.833
66.96667,40.91185,9.113,10.344
76.79309,32.87916,7.05,9.113
37.30188,62.5652,5.215,7.05
30.50294,72.69337,4.884,5.215
24.12332,78.83015,5.387,4.884
20.86346,85.26628,5.58,5.387
24.12332,84.81725,5.226,5.58
23.28469,85.36607,5.564,5.226
20.77023,78.5308,4.656,5.564
29.61841,76.23574,6.16,4.656
34.18211,69.00133,8.375,6.16
26.49769,72.89294,9.545,8.375
28.77978,71.34628,11.877,9.545
33.11063,67.8538,14.198,11.877
40.56221,58.92304,13.585,14.198
38.37336,51.78842,14.415,13.585
22.39968,64.76047,17.177,14.415
12.85343,80.87574,16.925,17.177
9.96556,86.5136,14.415,16.925
5.40233,91.00392,10.583,14.415
7.69909,83.22069,10.573,10.583
9.2514,83.15417,9.877,10.573
18.38582,44.85336,7.045,9.877
40.87825,31.03314,6.821,7.045
70.97766,14.81807,6.323,6.821
91.88319,7.73334,4.425,6.323
77.13734,23.44948,4.366,4.425
41.0652,44.75357,3.785,4.366
27.20579,58.32433,4.408,3.785
33.17901,55.48046,4.776,4.408
17.26605,76.08606,4.109,4.776
14.65262,76.98413,3.936,4.109
11.52616,75.33768,2.958,3.936
14.09273,69.74972,3.406,2.958
14.18597,69.8495,2.835,3.406
16.47284,67.2052,2.535,2.835
18.33944,65.50885,3.262,2.535
11.52616,65.90799,3.514,3.262
13.81303,65.55875,2.509,3.514
23.14555,55.18111,2.521,2.509
25.29233,49.99229,3.368,2.521
8.6794,63.46326,5.106,3.368
11.52616,64.31143,5.314,5.106
32.61864,48.79487,7.519,5.314
41.00272,43.77235,8.66,7.519
24.82616,63.72935,9.323,8.66
12.0521,37.61895,4.502,9.323
35.08147,33.82712,6.134,4.502
74.55403,18.11098,5.887,6.134
74.17966,22.40173,4.955,5.887
63.48257,25.79442,3.993,4.955
39.28562,43.45637,3.415,3.993
36.94998,50.44132,3.257,3.415
37.50986,54.68218,3.458,3.257
39.332,50.49121,3.943,3.458
36.76303,50.04218,4.519,3.943
34.98775,46.30024,4.901,4.519
33.82017,45.50196,5.193,4.901
37.79052,42.50841,5.094,5.193
42.08839,38.36733,4.519,5.094
42.04153,38.46712,3.663,4.519
57.26981,28.88776,2.691,3.663
51.24448,33.02884,3.604,2.691
48.44171,32.13077,3.995,3.604
36.62294,37.2697,4.139,3.995
25.97223,39.46497,5.017,4.139
40.26673,30.48432,6.281,5.017
18.12428,42.00949,5.915,6.281
23.91709,35.78955,6.179,5.915
17.62624,42.64146,6.394,6.179
17.08484,36.27185,4.708,6.394
33.74893,26.34324,5.448,4.708
81.86791,10.92646,4.724,5.448
72.50622,13.12173,4.686,4.724
39.55337,26.04389,4.243,4.686
40.39583,29.48647,3.672,4.243
32.53163,37.51916,3.101,3.672
39.13214,38.26755,3.809,3.101
40.06783,38.5669,4.967,3.809
29.02171,47.84691,6.851,4.967
24.19982,56.12906,6.087,6.851
21.57874,55.38068,6.019,6.087
22.79604,51.98799,5.175,6.019
26.49386,44.80347,6.927,5.175
23.82545,35.72303,3.696,6.927
39.69346,24.44733,4.92,3.696
36.08935,24.84647,4.307,4.92
48.21269,18.36044,5.024,4.307
36.97867,19.45808,5.568,5.024
18.9108,20.95485,4.363,5.568
13.57445,27.2912,4.667,4.363
11.23403,29.88561,5.184,4.667
10.2357,32.52991,4.427,5.184
8.98747,37.25307,4.533,4.427
26.00522,21.75313,8.354,4.533
47.32481,9.62925,7.979,8.354
60.35085,5.78753,5.651,7.979
63.81821,8.43183,3.873,5.651
116.2035,2.54452,3.182,3.873
68.2227,19.45808,2.41,3.182
64.05249,28.48862,1.873,2.41
83.12299,22.80087,2.5,1.873
43.76374,44.75357,1.764,2.5
87.85547,10.27786,3.366,1.764
50.41733,18.95915,3.486,3.366
86.16864,8.28216,6.052,3.486
85.37209,6.83527,8.142,6.052
78.95278,7.3342,6.116,8.142
78.81221,11.37549,4.604,6.116
77.07853,10.57721,3.719,4.604
112.92356,4.39054,3.962,3.719
90.47942,6.88517,3.139,3.962
29.14459,23.89851,1.913,3.139
17.10253,31.78152,2.792,1.913
31.90911,22.10238,4.127,2.792
28.91031,22.05249,5.316,4.127
21.2415,28.93765,5.132,5.316
15.2439,33.19514,5.142,5.132
26.50103,38.36733,3.927,5.142
47.27939,25.79442,5.151,3.927
42.11994,27.09163,5.059,5.151
59.05226,17.76173,5.493,5.059
77.81389,13.82022,5.25,5.493
109.09856,9.28001,5.309,5.25
95.96543,14.26926,4.776,5.309
113.69526,12.32345,4.788,4.776
90.99388,23.89851,4.139,4.788
45.96598,46.40003,3.698,4.139
27.20436,52.28734,4.052,3.698
15.24358,59.72132,3.802,4.052
13.93065,60.27014,3.448,3.802
27.57921,47.59745,4.116,3.448
32.83332,39.914,4.441,4.116
39.21151,31.63185,5.12,4.441
31.66096,28.08948,4.752,5.12
56.89496,19.40818,5.104,4.752
46.95044,13.47098,5.743,5.104
39.25884,9.42968,6.151,5.743
24.62487,14.16947,5.359,6.151
21.38844,20.10668,5.67,5.359
19.88745,26.54281,6.637,5.67
17.57333,30.99987,7.179,6.637
60.11274,4.09119,5.434,7.179
73.97741,15.01764,5.521,5.434
55.45963,23.89851,4.028,5.521
88.26522,9.03054,4.84,4.028
0,26.94195,3.097,4.84
35.39033,52.83616,2.585,3.097
36.98871,58.87315,2.887,2.585
56.68172,47.8968,2.946,2.887
46.29541,49.94239,4.142,2.946
17.85988,61.16821,5.109,4.142
26.69563,57.97509,4.752,5.109
21.43195,58.17466,3.752,4.752
25.09726,58.62369,3.783,3.752
28.71714,55.92949,3.34,3.783
34.02768,44.20476,4.399,3.34
33.36978,33.42798,7.21,4.399
44.88494,26.34324,6.644,7.21
60.6296,19.45808,6.863,6.644
54.33173,11.67485,8.359,6.863
38.16394,14.76818,6.934,8.359
20.20987,30.68389,5.634,6.934
18.00141,37.46927,4.55,5.634
18.42375,37.9183,3.788,4.55
17.48408,47.23157,2.67,3.788
11.47978,58.72347,4.359,2.67
26.53498,53.48476,4.139,4.359
77.91047,25.49507,3.894,4.139
56.69272,41.51056,3.109,3.894
38.48524,53.43487,2.524,3.109
34.10944,62.06627,2.792,2.524
33.21582,64.71057,2.748,2.792
34.29782,61.11831,2.663,2.748
39.80199,61.11831,2.46,2.663
30.9103,65.2095,3,2.46
27.05183,66.45681,2.377,3
28.32269,59.57165,2.462,2.377
30.53354,57.47616,2.163,2.462
19.10109,64.16176,2.349,2.163
27.47593,54.5325,2.2,2.349
20.27728,55.33078,2.191,2.2
29.40469,41.46067,3.078,2.191
54.57558,27.74023,3.625,3.078
63.37308,15.11743,4.028,3.625
45.21293,8.43183,3.807,4.028
25.17041,19.45808,3.823,3.807
21.68918,23.54926,4.212,3.823
29.60933,19.15872,7.318,4.212
47.6748,10.64373,5.335,7.318
31.31814,46.30024,8.887,5.335
35.13263,45.55185,6.498,8.887
51.85266,36.97034,7.469,6.498
43.46873,48.74497,5.019,7.469
38.80606,59.02283,4.297,5.019
24.77213,72.69337,3.276,4.297
15.30622,80.72607,2.722,3.276
13.04516,83.61983,2.8,2.722
13.04516,84.66757,2.854,2.8
11.91488,85.36607,3.658,2.854
8.94811,84.41811,3.651,3.658
10.36049,84.66757,3.335,3.651
8.10039,83.22069,3.545,3.335
10.07792,77.8323,4.073,3.545
8.94763,74.43961,4.429,4.073
11.20916,70.29853,5.116,4.429
30.32938,46.99874,6.554,5.116
50.53303,34.47572,6.731,6.554
38.24139,32.97894,6.769,6.731
25.71404,29.23701,6.5,6.769
19.54432,37.31959,6.241,6.5
14.97631,43.60605,5.458,6.241
14.75621,46.03415,4.764,5.458
10.92675,54.88175,4.382,4.764
18.35713,50.24175,6.283,4.382
33.50604,55.92949,7.288,6.283
65.97312,44.95314,6.568,7.288
53.1369,56.82756,5.198,6.568
45.82254,65.45896,4.009,5.198
25.43625,85.06671,3.634,4.009
22.03822,89.45725,3.408,3.634
18.26246,94.24693,3.196,3.408
18.97057,91.35317,2.932,3.196
12.4585,91.25338,2.889,2.932
10.38153,93.69812,2.833,2.889
11.51421,93.84779,2.913,2.833
11.56154,92.84994,3.035,2.913
22.18022,79.1794,3.507,3.035
30.67459,66.85595,3.962,3.507
42.04727,50.49121,3.979,3.962
76.35465,21.70324,6.259,3.979
82.53681,17.3127,9.899,6.259
89.14402,11.07614,12.58,9.899
76.92123,6.43613,13.594,12.58
56.01617,16.21506,13.592,13.594
43.98176,26.24346,13.052,13.592
29.69858,39.31529,12.634,13.052
24.16189,55.8796,12.142,12.634
25.22588,27.14152,5.481,12.142
27.25647,24.6469,5.764,5.481
19.13169,34.02669,3.663,5.764
38.21605,22.6013,3.533,3.663
23.85557,39.66454,2.208,3.533
14.92754,48.94454,2.441,2.208
21.87183,44.80347,3.41,2.441
20.78505,38.5669,5.552,3.41
35.6184,30.13507,6.455,5.552
41.42858,29.43658,7.087,6.455
30.611,36.12217,6.564,7.087
27.54,37.46927,5.795,6.564
24.51682,43.05723,5.399,5.795
29.85508,39.2654,5.538,5.399
38.07453,36.07228,5.458,5.538
42.18401,29.78582,5.901,5.458
48.89163,22.6512,6.684,5.901
45.86892,26.34324,7.259,6.684
37.55481,24.44733,6.696,7.259
30.84719,20.6555,5.611,6.696
17.57253,30.53421,4.922,5.611
9.8728,39.81422,4.479,4.922
10.89615,44.83673,4.495,4.479
11.84092,47.63071,4.42,4.495
20.90028,52.08777,8.946,4.42
44.02384,36.32174,8.351,8.946
104.69264,12.32345,12.34,8.351
79.91477,28.93765,14.101,12.34
36.93085,59.67143,8.724,14.101
27.47402,72.94284,8.05,8.724
29.93206,74.98843,7.033,8.05
32.48573,70.84735,6.66,7.033
27.14268,79.32908,6.224,6.66
19.24549,74.09036,6.191,6.224
16.78649,74.5394,6.071,6.191
20.00188,71.74542,6.234,6.071
14.4695,62.66498,5.564,6.234
28.98681,53.38498,5.802,5.564
20.75875,48.99444,5.592,5.802
57.21626,26.79227,7.472,5.592
115.75741,7.9828,9.646,7.472
127.53172,5.18882,10.179,9.646
84.73762,4.39054,8.495,10.179
54.37907,2.6443,5.064,8.495
33.2426,7.28431,5.436,5.064
33.71546,14.6185,5.219,5.436
18.28414,24.01492,5.616,5.219
22.76066,24.61363,5.887,5.616
39.56437,40.76217,2.58,5.887
38.75873,42.30884,1.873,2.58
36.24761,49.79272,1.804,1.873
74.01088,36.6211,2.705,1.804
66.95089,36.27185,2.731,2.705
49.27748,46.35013,4.132,2.731
36.81658,55.68003,5.54,4.132
