Ozone,Nitrogen Oxide,PM2.5,PM10
42.1472,40.36303,16.663,24.795
29.77284,56.92734,16.892,23.545
28.44222,62.26584,14.882,21.69
21.73461,68.95144,12.236,19.518
23.40996,63.81251,17.434,26.615
23.11639,57.02713,18.012,27.268
21.5926,53.63444,20.55,29.413
24.93135,46.79917,19.863,29.53
27.12929,44.40433,21.135,32.598
30.04633,38.96604,18.96,26.018
42.93993,24.94625,21.054,27.87
46.92319,18.56001,20.875,26.405
48.00949,17.46238,20.293,26.225
32.14291,28.88776,18.696,24.975
22.58137,42.85766,15.038,19.838
19.10109,49.04433,12.451,15.02
19.37458,43.00734,11.875,14.178
33.87085,30.68389,10.656,12.575
43.03189,29.20374,6.894,8.495
50.55694,23.48274,5.797,7.863
31.87659,46.64949,13.682,18.843
35.97126,45.65164,15.955,25.04
32.12665,52.33723,16.241,22.07
42.03053,48.89465,17.531,24.723
40.13716,50.19186,16.097,22.815
51.6332,45.80132,11.408,19.685
35.89189,62.46541,10.816,16.173
24.2701,72.34413,11.519,16.905
21.91486,61.91659,23.304,29.29
24.06355,49.99229,28.719,35.998
25.11017,42.00949,32.017,42.058
30.25671,36.02239,32.186,42.33
29.80201,32.87916,32.875,43.353
30.0033,29.03744,33.024,45.503
33.42907,24.84647,32.934,45.213
34.35424,25.64475,32.665,43.06
34.07932,28.53851,32.295,41.138
26.71093,35.87271,28.708,37.408
15.45396,48.04648,25.427,32.055
12.13959,48.84476,25.894,33.845
12.1439,48.69508,24.859,32.353
10.34806,52.78627,22.708,29.823
11.58019,53.61781,22,31.093
13.43468,53.41824,21.691,30.88
23.78672,62.11616,3.547,10.348
19.15895,68.5523,2.915,6.885
17.40805,70.74757,4.193,7.158
21.0571,71.49595,3.132,7.148
25.96553,70.4981,3.559,6.03
23.51228,78.97983,3.377,6.845
20.45658,81.62413,3.05,7.048
16.91606,86.11446,3.304,6.64
17.14222,90.40521,3.79,8.72
15.08915,87.71102,5.969,10.803
16.40543,83.12091,7.283,13.32
16.03823,80.4766,7.953,16.68
18.52782,76.28563,9.146,17.365
18.51204,70.89724,10.505,17.713
26.3576,60.32003,12.257,19.848
28.02004,51.8882,13.193,21.905
32.32508,40.6125,11.826,17.358
36.9844,31.18281,11.368,16.898
20.655,48.64519,11.394,16.755
16.32032,52.28734,11.984,17.313
12.72673,57.32648,12.703,17.355
18.11472,51.43917,12.854,17.86
22.78807,49.0277,13.521,20.163
25.05885,52.61996,13.285,20.43
39.98129,42.45852,10.906,15.055
48.17922,41.61035,9.646,13.575
32.35854,56.62799,5.691,8.223
29.06426,60.96864,5.04,7.493
28.61435,62.86455,5.375,7.82
28.23519,59.27229,3.578,6.33
19.7217,68.70197,2.604,4.858
15.16565,71.89509,2.094,3.953
13.17856,73.49165,2.281,4.848
13.31961,73.44176,2.972,5.875
11.60218,76.63488,2.094,4.798
13.50608,73.69122,2.835,5.668
12.93089,72.89294,3.283,6.24
16.53978,63.76262,7.267,11.64
15.5032,56.77767,10.257,15.218
17.0944,55.13121,11.743,22.183
23.31911,48.64519,10.314,23.208
33.35926,39.914,9.047,20.56
19.65189,55.43057,8.226,14.363
15.12214,63.16391,6.759,10.478
12.60816,65.65853,5.859,9.665
15.67007,63.56305,5.243,8.448
16.94284,66.32376,5.333,8.163
21.46973,61.73365,4.219,9.133
70.46272,1.14753,50.455,62.18
79.30086,1.09764,45.21,57.963
86.0276,1.29721,43.929,56.245
89.86694,1.9957,44.113,56.625
70.79453,13.77033,41.328,51.708
61.76323,23.69894,37.946,50.473
57.48832,33.2783,35.934,50.118
52.6889,37.56905,38.411,53.97
43.37311,49.59315,36.031,49.82
39.49647,53.08562,34.736,46.66
37.31288,50.14196,34.484,46.338
37.40133,43.60605,34.46,45.968
36.6588,41.9097,32.835,45.058
34.62916,34.67529,31.429,42.233
37.39894,27.9398,30.465,40.893
41.3755,22.6013,32.137,39.985
45.90191,18.51012,33.135,41.8
44.98678,20.6555,32.099,39.375
30.95907,30.88346,29.139,34.29
23.12882,38.46712,25.965,29.95
17.69541,45.2525,24.755,30.415
19.04468,48.14626,20.073,24.97
21.53093,48.89465,16.243,20.19
33.25264,42.44189,13.099,16.465
24.19838,59.871,10.271,15.583
33.4764,56.37853,11.271,16.91
43.73792,52.5867,9.809,15.208
41.9526,57.52605,9.8,14.723
43.23541,59.12261,10.101,15.955
42.19644,63.2138,9.88,14.8
36.10704,69.64993,8.927,14.108
33.81826,71.8452,8.351,14.998
27.49171,79.87789,8.142,15.818
25.98562,74.83875,10.165,16.985
24.9543,66.90584,14.158,22.335
33.73793,57.32648,16.012,23.99
38.90886,42.40863,29.21,38.31
40.85769,31.48217,40.632,50.995
54.73384,17.21291,49.62,60.458
65.55094,10.07829,47.72,57.693
68.1658,3.14323,50.807,63.293
72.87725,1.09764,51.109,62.048
67.07233,0.54882,54.429,63.988
59.77519,0.84817,55.583,67.493
60.91217,0.89807,54.637,68.22
59.73789,0.99785,54.953,64.188
62.47373,0.79828,51.319,59.98
64.53923,0.93133,51.67,62.213
19.83071,61.46756,6.512,10.923
46.99873,39.81422,6.663,10.133
68.72138,24.99614,7.623,12.355
55.13164,38.6168,6.389,9.62
46.56364,47.39788,6.097,9.185
43.75465,50.29164,6.226,9.928
37.11063,56.67788,5.833,9.46
39.51703,52.43702,6.347,9.753
37.33917,54.13336,5.66,7.97
35.88663,56.67788,4.566,6.688
32.99875,62.36563,4.816,7.753
31.29854,62.26584,7.028,11.35
36.20171,56.27874,9.042,12.815
40.95571,53.33508,7.087,11.305
38.59425,56.37853,3.502,5.553
42.66023,52.38713,4.12,6.56
42.79888,49.2439,4.616,7.978
50.9294,43.10712,5.337,8.568
30.18786,64.06197,3.981,5.703
16.61723,74.88864,5.163,7.623
9.6739,82.67187,4.309,5.908
8.02103,84.26843,4.797,6.49
7.50019,84.55116,6.375,8.208
9.76268,80.36019,6.354,9.963
75.77994,18.11098,8.63,13.15
78.39816,21.20431,10.219,16.698
73.86744,34.07658,8.698,16.068
53.66571,57.62584,8.509,14.385
59.58633,52.38713,7.035,12.053
73.14882,45.70153,7.321,11.35
59.91002,55.43057,7.476,12.873
33.97222,81.42456,6.686,12.91
30.27918,85.51575,6.976,13.313
23.85653,92.30113,6.363,13.343
26.61387,92.05166,5.63,12.33
33.01979,84.56779,6.042,16.9
33.07382,73.24219,7.196,15.205
37.79387,59.52175,6.92,14.385
52.16105,40.6125,6.505,12.22
54.27532,37.51916,6.101,15.835
78.01661,16.16517,6.514,12.293
72.992,26.19356,6.111,11.823
41.43909,46.20046,6.212,9.798
29.20531,56.77767,5.335,9.433
19.83119,67.95359,5.488,9.683
12.88499,72.19445,5.962,10.195
12.8928,68.45251,6.014,8.933
19.88107,56.94397,6.573,9.928
38.97627,46.44992,7,11.533
62.71757,29.18711,7.354,11.605
76.08403,22.75098,7.776,12.375
86.58796,16.03212,8.37,13.465
87.10147,21.45378,8.321,14.46
41.48117,62.11616,6.267,11.17
31.88138,71.74542,5.627,9.725
21.18954,81.52435,5.639,10.313
19.53762,83.42026,4.877,10.9
18.07791,85.36607,4.809,10.263
24.23329,82.82155,4.575,8.335
30.89022,76.78456,4.436,12.27
37.38364,69.30068,4.366,9.015
39.44866,64.46111,4.604,8.053
46.17683,50.89035,5.094,7.595
49.91816,44.20476,4.882,7.833
77.24635,17.61205,9.913,18.85
96.60611,6.28646,9.658,16.265
73.06133,12.42323,11.755,20.535
46.22226,34.37593,10.092,15.535
29.02888,52.33723,9.116,14.473
36.49433,43.70583,8.521,13.225
44.4975,43.77235,8.34,13.08
62.46034,29.0707,8.038,13.535
46.51296,21.75313,7.17,10.325
66.2074,11.47528,7.406,11.113
95.39598,1.74624,9.394,13.158
54.58849,19.90711,7.943,10.835
49.24114,32.38023,4.936,7.8
32.56031,55.28089,3.054,5.293
27.76854,68.20305,3.833,6.243
27.76328,73.29208,2.767,5.095
20.14867,76.38542,2.785,4.498
19.40948,78.5308,2.592,4.32
24.60527,72.69337,2.91,5.135
18.51922,75.43746,2.764,5.203
19.54193,75.98628,3.047,5.728
15.75661,74.98843,3.967,7.765
21.77812,72.09466,5.08,8.105
41.93539,51.33938,4.903,7.788
34.25144,57.92519,4.559,8.453
36.51441,58.67358,4.807,8.91
25.26173,69.10111,5.094,9.428
7.59215,89.35747,3.804,6.938
7.65813,89.75661,2.965,5.333
31.96553,58.07487,4.828,8.658
62.25761,19.62438,5.969,9.838
48.68141,35.65651,6.203,9.725
78.49378,1.44688,19.021,36.503
82.94608,1.29721,18.573,43.255
75.00012,1.3471,16.505,23.91
90.06202,1.44688,11.925,20.555
84.52055,4.78968,9.618,28.203
56.31548,32.87916,6.212,11.485
16.39634,69.69982,5.021,8.618
16.8453,71.14671,5.526,8.79
10.44703,75.13811,5.274,7.538
16.29928,65.50885,5.708,8.038
12.85822,68.65208,6.427,9.61
14.28016,66.60649,6.682,9.93
16.92084,61.96649,7.318,10.94
10.04349,64.16176,7.101,9.92
12.52831,59.82111,8.901,12.238
13.74131,54.98154,9.38,12.523
14.17306,47.74712,10.337,14.463
31.27081,34.12647,10.762,15.065
52.20264,9.82882,11.377,14.565
40.9232,15.81592,10.375,13.745
42.60285,3.74194,8.474,11.328
38.44794,11.17592,7.854,10.56
50.02972,6.31972,7.712,10.98
55.7073,7.65018,7.458,10.585
18.57898,58.42412,14.668,17.558
30.89739,51.83831,13.318,15.62
62.21936,29.18711,13.007,15.628
61.20574,35.82282,11.432,13.52
51.58252,46.84906,8.106,11.39
46.13333,56.17896,5.417,8.38
37.06616,64.86025,5.715,8.405
32.79507,68.35273,5.936,11.37
26.03534,75.28778,4.675,11.565
23.4243,75.88649,5.797,13.408
17.1862,76.83445,7.67,11.54
14.52592,77.93209,9.066,13.608
14.8826,81.52435,7.795,13.73
18.18262,74.83875,7.531,12.715
48.71903,33.22841,16.564,23.488
67.92961,9.23011,22.477,30.09
69.51985,2.74409,20.113,25.335
56.63199,1.54667,18.767,22.9
60.72713,0.94796,18.953,29.793
67.1933,1.49678,20.981,36.495
48.08408,1.29721,16.925,30.6
49.93059,1.29721,18.578,42.098
58.14637,1.33047,22.045,71.798
72.76234,1.46351,18.705,33.463
30.72862,27.04174,13.297,17.855
28.91557,30.03529,13.377,18.655
22.97295,41.76002,12.101,16.653
19.54432,45.65164,9.375,11.2
30.87397,34.22626,10.505,15.938
53.89951,17.36259,11.92,19.635
47.34681,31.38238,11.113,20.39
46.67408,37.56905,10.583,20.565
30.40779,38.11787,9.84,16.96
30.3748,39.914,6.734,13.68
28.56414,43.15701,5.349,12.168
22.91844,47.39788,4.566,10.178
18.93566,55.03143,4.205,8.565
20.4365,54.7487,3.274,6.898
36.90264,0,6.748,14.64
51.39079,0,13.613,18.94
68.03575,0,14.111,21.298
60.60856,0,13.229,23.23
41.66477,0,14.387,19.048
22.03439,0,15.382,19.128
17.5228,0,15.703,20.083
13.05998,55.97939,14.991,18.578
12.82012,59.871,16.038,20.163
12.94763,61.60061,15.734,18.84
17.81781,55.97939,5.045,9.468
23.71309,54.93164,6.792,15.638
35.11876,44.554,5.722,10.71
30.95238,49.8925,6.337,11.728
35.96695,49.64304,8.002,15.87
29.80727,59.2224,7.3,15.795
26.2744,66.75617,8.571,19.453
23.46829,72.09466,9.248,20.428
16.95527,68.80176,9.616,20.53
15.47165,73.24219,8.783,18.4
17.08388,71.79531,8.021,17.423
15.0968,69.64993,8.057,17.728
13.82307,0,7.618,15.548
14.85104,0,8.146,16.463
15.45013,0,8.356,16.25
22.37912,56.82756,9.151,20.395
47.9153,28.43873,9.295,22.078
60.91982,16.01549,7.627,15.225
50.82325,19.80732,7.054,15.705
34.731,28.68819,6.234,11.823
22.14866,40.11357,5.913,10.13
17.02508,47.79702,6.073,10.813
25.9794,43.77235,6.566,11.173
31.23176,31.33249,8.726,16.858
62.69318,1.79613,16.793,25.123
67.12779,6.53592,16.033,26.41
89.31614,3.04344,20.385,32.55
78.15336,9.87872,29.21,40.655
90.20689,7.73334,23.219,40.888
87.61832,19.3084,25.17,49.413
27.41712,62.06627,22.793,34.17
19.47164,73.89079,20.373,34.855
19.60121,75.43746,19.665,32.478
17.95168,75.13811,19.356,32.14
17.62943,75.53725,18.993,37.28
18.11616,69.89939,19.12,35.83
33.22634,55.43057,17.566,28.575
54.29492,36.52131,18.691,40.05
41.80629,31.73163,18.698,39.488
49.6944,18.6598,19.102,40.678
59.21196,8.33205,17.922,41.433
55.40178,3.84172,14.535,27.783
62.54018,1.24731,14.851,44.718
37.65617,14.36904,10.748,19.46
31.42668,16.6641,8.708,14.67
23.69874,22.6013,7.653,13.788
19.08994,37.25307,5.922,10.815
20.52941,45.16934,5.139,10.685
76.33887,1.3471,26.153,40.248
84.63291,1.49678,26.17,37.005
93.02591,1.39699,24.326,35.615
88.17294,5.23871,23.875,40.85
54.05012,35.72303,20.929,29.883
43.69776,42.40863,19.429,27.27
32.93947,61.16821,20.135,29.17
26.23328,69.74972,20.344,30.78
23.12691,71.1966,19.611,30.2
12.20558,84.31833,17.274,31.01
17.86275,72.64348,18.241,33.773
21.44295,61.76692,17.693,32.49
25.75373,55.03143,16.366,28.43
22.36143,54.83186,14.326,24.33
29.33249,45.15271,12.795,21.575
41.09198,31.33249,11.38,22.355
77.77277,7.58366,19.175,38.71
74.27863,8.44846,21.833,48.84
68.00228,0.89807,16.297,25.265
58.36137,0.84817,16.153,22.845
46.52443,0.79828,16.712,22.035
39.69776,4.64,17.939,22.613
31.36628,19.62438,17.842,22.31
43.11859,16.56431,19.708,31.245
90.6721,7.18452,44.58,55.338
83.73164,21.45378,42.387,51.09
115.14541,8.98065,38.359,48.213
99.77417,21.85292,32.96,41.968
71.07663,47.14841,26.156,33.35
52.01474,63.36348,19.073,25.943
27.67244,89.75661,17.693,23.588
17.60648,99.68522,15.995,21.77
14.47954,99.68522,10.804,15.413
12.69135,99.23618,8.851,12.675
8.91225,95.84349,6.17,10.09
9.0533,92.70027,5.349,8.393
14.54122,92.89984,8.96,13.508
32.50772,69.50025,18.642,28.275
56.0286,36.42153,31.547,44.47
79.68814,19.00904,42.165,54.813
92.32689,4.64,42.106,57.6
83.83444,1.64645,33.658,67.468
57.59876,1.04774,28.743,45.725
49.66189,0.89807,24.076,36.465
48.53782,1.04774,25.521,40.583
55.38026,0.94796,23.972,38.4
57.58601,1.06437,25.474,34.18
61.50919,1.06437,24.052,32.385
18.09608,82.4723,14.5,19.093
31.85221,63.61294,18.519,24.513
20.10611,75.33768,20.481,26.698
16.0497,81.87359,22.33,29.533
49.78524,68.15316,17.889,36.69
63.93679,58.5738,7.866,12.14
37.52468,82.37252,5.745,12.485
34.03389,83.91919,7.212,13.768
34.60478,81.47445,7.217,15.658
33.89189,80.62628,6.34,15.165
17.54193,84.66757,7.741,14.458
16.7535,93.09941,10.144,17.363
15.59596,90.90414,14.693,21.555
40.05683,62.11616,26.448,35.233
54.19834,45.95099,34.215,43.155
56.23467,34.47572,39.448,48.508
60.35611,24.597,39.849,47.833
49.38553,26.14367,41.727,50.538
36.65689,36.92045,44.658,53.03
44.8094,29.9355,45.222,53.555
60.30113,17.36259,43.72,52.68
77.32046,3.24301,58.158,77.25
77.31727,3.39269,57.224,76.355
75.03566,12.90553,44.743,54.733
38.12473,27.2912,9.441,18.655
53.6461,20.40603,9.724,19.43
40.4532,34.12647,9.547,17.593
45.83832,30.13507,8.925,18.028
38.92224,40.81207,7.703,19.473
32.33942,48.94454,5.965,14.443
28.73818,51.73852,5.993,15.813
28.83094,48.5454,6.618,22.805
0,46.99874,5.377,14.053
18.88211,60.61939,5.962,19.473
18.70903,58.77337,5.705,17.135
21.75517,60.66928,5.844,16.163
19.80298,61.61724,6.734,26.518
14.95193,64.71057,4.899,21.15
13.97607,65.80821,4.064,13.28
16.70808,64.06197,4.005,12.895
22.69564,62.61509,4.17,14.978
32.56557,51.98799,4.361,11.033
42.16345,41.85981,9.309,23.833
37.94304,33.2783,13.035,18.193
19.41666,50.19186,15.528,19.913
16.10947,57.97509,15.333,20.15
33.80471,52.35386,15.413,20.925
24.65914,67.92032,14.785,19.595
12.94284,62.06627,5.972,10.628
18.27776,59.77122,6.234,11.458
15.005,68.20305,5.781,11
32.95955,53.8839,6.479,13.208
27.38652,59.17251,8.533,15.225
22.24094,68.10326,12.236,18.818
14.94858,74.93854,11.092,19.37
14.13959,72.44391,10.443,31.448
9.30575,81.92349,8.366,26.305
9.12406,78.4809,7.965,25.87
11.10445,77.38327,7.054,25.455
9.24455,77.53295,5.316,17.91
11.04517,71.99488,4.828,14.533
14.23283,65.25939,5.059,12.52
13.57684,63.2138,4.988,16.868
20.98347,57.42627,4.396,11.44
36.93229,32.48002,6.425,21.628
62.77686,10.6271,9.892,49.903
64.93989,2.6942,8.064,24.923
47.64611,10.677,5.552,13.303
28.81994,22.25206,5.762,10.238
37.97364,18.90926,6.958,13.06
29.16435,32.06425,6.887,14.508
37.3983,26.01062,6.958,12.318
10.99496,75.03832,3.024,5.885
10.16924,74.43961,3.321,9.415
35.60501,45.70153,4.285,9.413
27.49267,54.5325,3.575,13.823
37.29375,45.15271,3.137,13.96
25.58782,62.41552,4.455,16.403
25.7236,66.45681,5.118,21.94
20.44654,76.83445,7.201,23.003
11.4181,83.1708,7.837,28.06
12.39587,81.47445,10.29,39.108
9.10063,80.27703,10.382,36.74
10.25817,72.99273,10.502,31.453
11.69016,68.30283,12.125,43.93
12.69518,65.45896,12.302,51.13
13.6213,64.96004,10.262,31.618
21.11113,54.33293,9.976,33.975
27.80488,43.9054,8.13,22.428
38.9122,25.2955,12.359,41.105
32.13,28.6383,11.875,15.685
21.6079,39.71443,11.215,14.085
14.00476,48.99444,9.314,12.29
9.26606,55.28089,7.288,10.368
7.99361,59.67143,5.691,8.818
10.44799,59.80448,5.752,9.388
44.33079,33.37808,5.79,11.425
57.26886,22.30195,5.936,13.913
58.08167,21.3041,6.054,15.445
42.22131,42.6082,4.774,11.708
45.73792,43.2568,5.33,10.833
30.30069,56.27874,5.064,11.663
22.9696,61.2181,5.21,12.748
25.51705,67.55445,5.019,12.973
15.759,75.48735,5.387,16.283
12.62059,75.03832,6.613,25.585
8.31268,78.43101,5.184,15.755
14.17545,74.93854,4.833,18.743
20.29832,71.59574,3.972,14.9
12.87352,73.39187,3.672,15.075
19.48933,66.40692,3.991,14.758
24.20125,57.12691,4.564,16.88
38.60764,38.96604,6.031,23.848
75.34868,11.42538,6.889,25.395
77.94442,2.29506,5.693,16.545
65.58823,6.53592,5.024,14.113
38.65784,28.73808,4.448,11.835
44.29398,27.9398,3.771,7.688
39.1527,31.46554,3.726,8.028
17.50511,65.72505,3.085,6.11
5.19913,62.36563,2.632,4.05
9.09011,57.97509,3.955,5.13
8.67128,60.76907,5.085,7.518
10.93089,62.11616,5.644,8.92
15.54767,59.37208,5.441,8.98
12.688,61.76692,4.686,8.833
11.77287,63.8624,3.712,7.035
12.02819,63.01423,3.762,7.7
8.40496,68.80176,3.634,8.14
8.88117,71.8452,3.656,7.678
15.60743,61.36778,3.627,7.363
16.36861,59.82111,4.724,8.05
16.10421,60.71917,7.076,10.425
19.16373,60.32003,8.153,11.145
20.41211,58.97294,5.427,9.113
22.56798,57.12691,5.292,8.6
28.34899,53.73422,5.123,9.215
48.71616,26.24346,4.651,9.355
45.25836,19.15872,4.212,9.098
24.16109,38.5669,3.314,6.693
11.77,63.31358,2.882,6.973
18.04396,51.28949,4.333,8.028
26.58375,42.10927,5.757,11.16
39.06855,32.13077,5.658,10.328
33.42811,42.90755,5.547,20.665
39.25311,38.66669,5.689,14.145
29.46445,52.5368,7.054,11.895
28.24619,57.72562,11.087,24.86
35.37934,58.72347,6.361,12.75
18.36574,75.08821,3.292,7.943
13.64234,84.16865,3.083,9.425
11.22064,86.41381,2.981,6.448
14.73247,82.17295,3.465,7.795
6.26583,88.16005,3.519,7.513
7.86898,85.71532,3.29,6.31
7.42958,84.41811,2.948,6.578
11.68872,82.02327,2.762,6.888
15.2125,78.92994,2.354,6.96
12.71287,72.19445,3.208,7.363
16.03105,64.26154,3.116,6.88
27.91915,49.34368,3.335,7.23
19.59069,39.01594,6.41,9.77
17.79055,35.47357,8.118,9.715
14.53309,41.16131,6.429,8.005
10.88643,45.45207,4.33,5.583
3.84891,57.72562,2.748,3.428
4.76467,60.27014,2.177,3.09
1.99091,67.78728,2.085,3.035
7.75184,71.14671,4.981,8.008
14.58186,56.87745,10.064,15.975
14.33753,59.62154,7.75,11.528
17.36789,63.16391,5.995,9.125
18.33418,64.21165,5.576,9.055
13.10684,70.79746,3.859,6.238
12.57278,72.44391,2.578,5.163
9.30623,75.28778,4.835,8.195
9.40759,72.69337,3.696,6.18
6.25818,78.13166,3.734,6.433
4.73296,79.828,3.116,6.183
6.20463,78.23144,3.099,6.398
5.91871,75.48735,3.002,5.963
6.1922,73.94069,3.203,7.515
3.79679,74.43961,3.446,7.353
10.63541,58.72347,4.179,8.273
17.95646,42.35873,4.63,7.348
18.12954,38.91615,4.514,6.87
20.47666,37.36948,4.446,7.068
15.18955,44.80347,3.965,6.07
14.25004,52.78627,3.745,6.675
12.63206,52.5368,3.592,6.203
18.42566,51.95472,3.866,8.54
22.94235,51.82168,4.318,11.325
51.30998,11.92431,9.781,19.89
58.6339,8.88087,8.094,14.153
36.53353,39.2654,7.601,10.955
35.50891,43.2568,6.965,10.503
28.25049,53.18541,5.726,8.395
23.2058,60.61939,6.33,9.713
18.35426,64.36133,5.587,9.383
15.4334,65.70842,5.099,8.08
9.98229,66.45681,4.111,6.49
7.80109,67.30498,3.859,7.148
11.01983,64.11186,3.757,6.788
11.97273,63.91229,3.002,6.085
12.16063,62.36563,3.321,5.773
10.9897,65.75832,2.34,4.73
11.84363,64.511,2.46,4.853
8.33898,62.46541,3.304,5.933
10.65167,59.97079,3.401,6.135
6.84006,65.8581,2.54,3.623
9.55007,55.38068,5.701,7.118
11.28088,53.43487,4.958,6.68
9.26224,54.5824,4.281,6.745
9.86324,55.08132,4.212,7.025
9.78563,51.22297,3.675,6.773
7.44728,65.32591,3.142,5.698
18.13624,70.59789,7.835,15.168
23.78194,65.10971,6.894,14.58
33.00306,50.09207,5.509,11.513
21.61268,60.81896,4.356,9.815
24.1018,62.5153,4.012,8.185
18.34327,71.89509,3.224,7.3
20.80896,78.4809,3.448,8.47
19.20867,81.07531,3.094,9.435
11.72363,87.31188,2.929,8.66
12.38296,0,3.604,10.05
11.46878,0,3.958,10.413
11.65525,80.42671,4.017,11.725
7.14414,78.13166,3.849,9.695
9.19004,75.68692,4.3,10.735
11.40615,74.14026,4.028,10.243
11.63183,73.74112,3.325,8.713
20.08508,67.15531,3.321,9.148
17.27131,68.70197,3.347,8.868
14.33228,66.10756,4.557,9.288
14.52592,53.93379,6.311,8.915
29.9005,27.69034,7.427,10.068
41.80629,10.42753,8.467,11.395
42.67935,7.31757,9.335,12.07
45.70875,10.04502,9.663,13.708
11.54337,84.96693,7.986,11.478
22.98347,75.33768,8.493,12.323
41.38315,61.01853,9.042,12.78
33.50891,67.80391,9.698,14.565
40.71999,59.17251,9.359,15.998
54.69989,45.15271,7.186,15.19
33.02362,68.30283,7.41,15.645
28.49099,71.64563,7.667,16.16
37.0676,69.15101,8.165,17.43
24.42549,74.83875,8.811,21.065
34.08649,69.40047,9.675,18.468
23.26413,70.34843,10.021,18.26
29.91389,64.86025,11.538,20.365
33.89858,55.58025,13.021,24.593
27.56534,59.52175,10.62,19.75
37.35591,55.92949,9.439,17.23
68.81749,22.6013,11.323,23.758
70.88538,14.36904,9.613,20.063
65.7484,13.52087,7.821,15.555
48.96143,20.45593,7.422,13.3
26.55267,42.50841,7.738,13.723
15.45922,59.871,7.981,14.17
14.29339,65.52548,7.903,13.16
18.90251,65.39244,7.505,13.598
57.8689,2.54452,18.847,24.21
56.47947,3.69205,18.736,24.94
53.46203,9.13033,17.007,23.578
46.40633,16.01549,15.144,20.418
53.90764,15.26711,11.134,16.363
57.93106,19.55786,10.554,23.125
22.69994,55.33078,9.142,14.838
19.60456,59.37208,12.068,18.765
15.30669,66.5067,11.762,21.763
13.81494,70.74757,12.708,31.895
15.12596,75.33768,18.408,38.41
11.92348,80.4766,16.703,35.253
15.28853,78.03187,15.151,33.75
16.86395,78.78026,13.012,33.698
13.86563,81.1751,12,32.868
31.91628,67.2052,10.052,27.945
47.04368,48.44562,7.366,13.248
67.11249,29.9355,7.396,14.16
50.57272,37.36948,7.528,11.788
26.23711,60.12046,6.594,9.475
11.65669,78.83015,6.014,8.643
9.66625,83.86929,6.283,8.923
7.77814,84.15202,6.774,10.675
8.65151,86.54686,6.993,10.288
25.56582,43.80562,8.257,18.298
34.03055,36.72088,9.915,23.338
34.87874,36.67099,10.656,22.453
42.39965,33.67744,10.92,26.79
45.13022,35.07443,10.222,22.73
34.47616,44.40433,10.087,21.85
34.24044,45.80132,9.196,22.16
28.30691,47.09852,7.804,20.02
24.5761,50.89035,8.014,26.173
21.31912,54.68218,8.408,30.663
19.41905,53.73422,8.064,33.305
15.00356,56.97724,6.252,25.083
20.87159,50.5411,6.481,19.77
23.50367,39.46497,9.101,25.873
46.85147,17.01334,12.946,34.61
59.45389,7.03484,13.788,34.505
64.33411,2.44473,14.175,32.033
64.53062,1.64645,13.226,27.42
54.48999,1.59656,12.418,18.353
47.74126,1.14753,13.495,20.508
39.29375,0.84817,15.594,21.173
39.99803,0.94796,18.54,24.308
45.20959,1.53004,18.349,23.698
51.57566,1.06437,16.5,21.228
47.79863,35.37378,9.63,13.678
63.22677,23.2998,10.432,17.93
34.62103,54.03358,8.613,16.065
36.3528,52.48691,10.038,19.55
58.25427,35.42368,7.113,14.088
30.12044,60.46971,6.493,19.728
20.50104,69.50025,5.776,10.818
14.1023,73.39187,7.519,14.228
15.25888,66.40692,7.446,13.518
10.55174,71.79531,6.936,11.218
12.07887,70.34843,6.111,8.605
13.5209,60.66928,5.375,9.1
13.37411,49.2439,6.326,11.095
17.59118,45.10282,8.63,13.653
16.48432,47.19831,9.67,15.69
24.54789,48.44562,8.962,17.073
19.67245,56.22885,5.184,10.303
19.42144,53.58455,3.769,8.043
13.56823,54.68218,3.439,7.345
27.21248,30.78367,10.229,23.063
20.54455,35.07443,11.281,26.388
16.71812,44.20476,9.859,24.068
15.43133,44.57063,9.064,20.828
15.7437,50.62426,9.101,21.065
23.715,42.50841,20.024,24.623
37.18235,41.66024,20.429,25.693
57.76898,27.2912,19.201,24.375
59.86986,27.54066,18.823,24.683
61.26646,26.79227,9.288,16.125
26.04251,57.07702,6.035,9.753
13.23307,76.08606,6.745,10.443
8.59191,80.5265,7.689,11.578
9.41237,80.97553,8.554,12.76
7.90532,80.42671,8.441,12.82
9.79774,77.08391,8.068,12.928
11.792,70.34843,9.519,14.72
15.17664,66.10756,12.038,17.528
15.59405,64.46111,12.349,17.888
15.92826,66.5566,11.146,16.793
20.91653,62.5153,8.189,14.253
15.30383,64.76047,5.613,11.758
18.25194,60.76907,5.333,10.88
19.83884,57.57595,5.314,10.868
8.15203,72.5437,5.189,10.078
6.09657,77.23359,5.601,10.545
8.47955,74.88864,6.738,11.268
12.1839,68.9847,7.696,11.27
22.56431,51.55558,9.929,13.49
15.50177,69.69982,5.05,12.45
11.93448,71.94499,5.158,14.99
15.37028,70.04907,4.139,13.083
19.0944,66.5566,3.231,9.7
23.6189,63.41337,4.035,11.008
27.49697,52.38713,3.672,8.05
23.00259,54.28304,3.05,9.348
22.34708,40.86196,8.326,16.685
17.44726,49.04433,7.882,17.148
27.09534,40.6125,7.738,19.078
18.7272,42.75787,6.585,13.828
23.04897,42.15916,4.542,8.59
21.68775,42.00949,7.434,21.765
22.43219,41.56045,9.441,40.893
27.97988,37.76862,8.469,34.86
42.68126,26.24346,10.488,30.898
