Ozone,Nitrogen Oxide,PM2.5,PM10
13.62656,53.33508,6.355,11.755
15.77813,48.89465,5.391,9.539
24.76688,44.05508,4.482,9.793
28.16156,40.06368,3.649,6.563
12.43125,50.99014,4.194,7.113
5.16375,60.5695,5.018,8.642
4.11188,67.30498,5.957,9.371
7.14,71.8452,5.947,9.857
3.37875,78.03187,6,9.923
2.96438,77.1837,5.637,10.584
4.73344,75.53725,5.132,10.978
5.06813,76.38542,4.457,9.667
8.415,73.89079,3.733,8.439
5.16375,78.92994,2.981,6.929
5.88094,78.58069,2.973,10.491
16.78219,66.25724,2.723,6.154
13.33969,71.29638,2.472,5.588
13.14844,70.24864,2.274,7.089
7.45875,77.28348,2.879,11.114
11.04469,71.64563,3.354,11.124
4.63781,73.24219,4.5,12.39
8.17594,72.14456,4.162,11.487
7.45875,66.60649,4.614,10.439
3.06,68.90154,4.822,11.485
6.31125,63.46326,4.653,9.063
6.40688,59.27229,5.083,8.112
17.40375,48.74497,5.955,9.522
21.61125,41.95959,6.403,8.726
14.48719,46.69938,5.362,6.961
5.83313,53.28519,3.799,5.073
8.51063,58.67358,1.66,2.667
7.71375,60.53623,2.068,3.384
1.84875,58.93967,3.305,5.07
25.96219,47.64734,5.547,10.591
46.09125,33.72733,5.077,8.853
57.94875,28.23916,4.144,7.341
49.00781,36.87056,4.132,6.607
39.44531,47.04863,4.429,7.642
19.02938,67.60434,3.508,6.974
8.17594,79.12951,2.591,7.227
4.59,84.16865,2.585,8.077
9.70594,83.52005,3.235,15.898
4.87688,83.47015,3.35,12.539
8.0325,76.98413,3.625,12.495
8.27156,74.09036,4.119,13.868
10.90125,70.19875,3.223,7.632
14.1525,65.05982,3.652,8.987
14.82188,62.71487,5.78,18.53
10.23188,62.31573,5.83,15.05
11.66625,60.96864,5.218,9.992
35.85938,40.71228,6.039,11.91
42.02719,30.93335,6.321,12.91
16.20844,48.94454,5.91,11.415
6.02438,61.41767,5.401,10.037
1.33875,69.40047,5.457,10.425
3.12375,69.45036,5.173,9.567
-0.06375,77.30011,5.59,11.148
39.30188,17.46238,17.715,22.915
50.96813,17.16302,15.734,25.82
43.74844,20.80517,10.064,13.583
48.00375,23.89851,9.748,11.853
46.56938,29.33679,8.13,10.383
44.17875,42.35873,5.687,8.152
46.13906,36.12217,4.726,6.837
45.135,39.56475,7.495,11.647
40.83188,39.31529,6.104,10.062
40.49719,44.35443,6.036,8.676
27.87469,54.48261,8.103,11.748
17.54719,55.08132,9.321,14.495
20.12906,51.2396,8.01,13.615
38.20219,39.31529,7.142,12.8
44.89594,32.97894,5.044,9.408
45.03938,38.41723,3.733,7.304
48.29063,37.31959,4.019,6.47
42.64875,32.38023,4.169,7.955
27.34875,47.74712,4.995,7.436
51.39844,12.87227,6.818,12.445
25.43625,32.18066,7.02,13.485
10.71,51.83831,6.766,12.705
14.59875,53.0191,6.583,12.263
13.57875,51.55558,6.176,11.145
7.21969,64.71057,4.988,7
8.55844,63.41337,5.8,7.745
12.19219,60.12046,6.758,8.856
17.595,54.83186,6.967,8.773
16.54313,54.43272,6.021,8.284
17.64281,57.62584,4.047,5.764
20.36813,56.02928,2.986,5.129
19.31625,56.27874,2.58,4.492
15.58688,55.58025,2.309,3.719
20.32031,53.08562,3.323,4.336
26.15344,49.59315,4.805,6.441
24.52781,49.74282,5.355,7.718
21.51563,53.18541,5.137,6.851
18.40781,55.77982,4.235,6.807
23.47594,53.03573,4.425,8.49
21.85031,51.38928,6.788,12.968
19.89,51.8882,8.78,11.958
16.87781,51.73852,9.421,14.96
11.37938,52.88605,7.666,13.713
9.22781,50.89035,5.4,7.015
8.84531,43.9054,4.01,5.37
10.18406,37.66884,4.858,5.722
19.95375,34.52561,10.176,12.17
31.93875,18.22739,18.51,25.97
-1.72125,82.5222,4.079,8.354
-1.33875,82.42241,3.822,7.733
0.95625,81.1751,4.066,7.556
2.43844,79.77811,3.773,7.08
5.16375,77.68262,3.805,7.213
4.30313,76.03617,3.793,6.528
7.07625,75.68692,3.653,6.448
4.35094,75.43746,4.035,7.82
7.45875,71.39617,3.846,7.619
4.9725,71.04692,3.506,6.667
4.49438,72.39402,3.418,6.699
5.7375,71.09681,3.675,7.044
7.88906,69.99918,3.6,7.293
8.27156,68.00348,2.628,4.829
7.55438,67.2052,3.448,5.885
6.35906,69.00133,3.047,5.049
5.02031,68.5024,3.624,6.431
4.54219,65.00993,4.292,6.534
3.4425,66.45681,4.408,6.987
1.67344,69.89939,3.625,5.341
1.33875,67.75402,3.734,5.995
1.9125,67.05552,4.308,6.63
4.59,66.39029,4.078,6.132
4.78125,61.99975,4.721,7.313
44.65688,25.69464,5.879,10.695
60.435,14.51872,6.833,13.418
68.56313,12.02409,8.535,17.673
65.45531,15.91571,6.524,15.385
42.26625,43.40648,5.481,13.78
41.31,43.75572,5.459,12.97
23.38031,57.8753,5.186,12.78
19.79438,64.96004,5.701,15.07
21.65906,59.72132,6.26,14.765
13.57875,64.36133,6.423,14.633
16.35188,64.06197,6.006,13.748
10.56656,68.25294,4.945,11.643
8.17594,69.74972,4.56,12.54
11.475,64.31143,4.976,13.03
12.14438,61.91659,5.203,15.128
17.54719,60.22025,4.492,9.639
14.58281,65.35918,4.568,10.1
11.57063,69.25079,4.083,8.036
7.31531,72.79316,4.457,10.69
0.95625,79.32908,3.967,7.806
-1.81687,83.12091,3.714,7.146
-1.38656,82.4723,4.325,7.727
0.51,82.08979,4.7,9.106
-2.23125,83.48678,4.345,8.851
19.31625,65.95789,3.424,5.728
41.54906,52.68648,3.718,6.63
76.30875,31.98109,4.009,6.716
60.53063,39.71443,3.622,6.094
52.73719,47.39788,3.612,7.164
30.88688,64.41122,3.456,6.233
30.64781,65.60864,2.814,4.918
26.20125,71.99488,3.613,7.366
30.93469,66.45681,4.162,6.996
14.10469,82.57209,3.549,7.834
16.59094,75.78671,4.396,8.344
10.23188,78.78026,4.301,7.696
7.84125,76.98413,4.507,11.179
7.88906,71.94499,6.049,10.472
10.51875,69.10111,4.355,7.949
15.34781,59.07272,4.878,9.095
22.185,45.00304,6.124,10.435
31.07813,31.08303,6.159,10.345
41.07094,20.20646,6.093,9.039
30.83906,22.95055,5.499,9.042
14.63063,42.05938,5.075,8.104
13.33969,45.95099,5.153,8.521
12.81375,48.02985,5.381,9.016
31.55625,30.86683,5.659,10.302
43.03125,34.27615,5.932,11.06
51.6375,27.79012,5.902,15.238
52.21125,27.9398,5.459,13.001
68.32406,23.99829,4.79,11.38
58.85719,34.82497,3.495,11.325
30.93469,64.66068,2.081,4.407
16.87781,69.05122,2.247,4.866
19.98563,64.16176,1.703,4.286
16.73438,63.71272,1.443,3.322
17.69063,61.71702,1.558,3.868
8.415,69.35058,1.322,3.867
27.06188,52.73637,1.11,2.608
32.84719,50.69078,1.212,2.147
24.8625,61.11831,1.159,1.977
20.70281,66.10756,1.502,2.656
25.38844,60.91874,3.017,4.79
26.72719,58.72347,3.472,6.127
24.71906,63.41337,3.845,6.974
10.66219,75.33768,3.913,6.539
1.53,80.72607,3.457,5.749
-0.09562,82.37252,3.544,5.783
3.15563,81.97338,4,6.885
4.2075,80.55976,3.795,6.727
10.39125,72.31086,3.777,7.081
30.31313,42.05938,7.435,12.6
46.13906,36.07228,7.16,12.678
60.00469,31.73163,6.572,11.385
54.17156,33.9269,7.17,13.928
45.32625,47.34798,6.856,14.988
19.07719,69.94929,5.975,11.07
12.71813,79.67832,5.542,10.689
8.22375,84.91704,5.141,9.659
7.65,81.67402,5.312,11.165
5.40281,81.92349,4.947,9.953
6.83719,77.93209,5.111,12.72
7.69781,76.78456,4.533,9.892
15.10875,69.60004,4.261,10.254
33.42094,55.8796,4.57,9.081
49.58156,28.98754,7.558,15.853
51.15938,16.86367,8.275,18.478
55.12781,11.12603,9.554,21.068
67.51125,5.9871,8.558,16.803
41.78813,3.74194,6.248,12.478
36.19406,2.59441,6.074,11.748
26.96625,7.63355,5.639,9.409
22.95,20.45593,7.181,12.24
25.56375,32.19729,7.46,14.17
30.53625,35.58998,7.61,15.093
56.9925,34.6254,9.474,15.398
42.17063,57.12691,10.156,15.43
61.86938,42.05938,8.751,13.595
39.25406,47.99659,8.945,15.665
45.18281,35.97249,6.909,18.683
33.56438,50.5411,7.132,18.22
21.89813,57.72562,7.577,19.368
23.715,54.13336,7.421,15.45
14.72625,64.66068,7.636,15.795
15.39563,67.80391,7.454,14.345
11.52281,74.14026,8.065,16.6
12.95719,70.19875,9.109,16.615
21.32438,65.25939,10.781,18.655
15.44344,64.11186,9.509,17.778
17.64281,63.06412,8.599,14.225
36.72,47.59745,9.235,15.653
55.65375,33.52776,10.05,19.118
80.75531,12.27356,11.755,17.53
56.61,5.68775,9.763,15.385
47.95594,4.09119,7.346,13.4
38.58469,17.51227,7.606,12.683
25.96219,33.12862,8.307,13.223
32.57625,36.38826,8.546,13.568
29.38875,36.25522,7.502,12.363
96.96375,9.28001,24.939,38.853
49.3425,44.15486,24.321,33.018
39.34969,70.34843,24.535,32.658
48.195,71.89509,22.109,30.638
46.665,75.78671,20.241,29.365
39.87563,86.11446,17.609,26.675
33.37313,92.55059,18.276,26.845
23.04563,100.73296,14.234,20.653
21.18094,102.52909,13.561,19.465
22.185,101.28178,13.519,20.42
19.41188,98.08866,11.094,16.885
19.74656,100.38371,11.892,18.228
22.23281,92.94973,12.408,18.95
24.28875,85.56564,14.191,20.433
32.65594,74.38972,16.984,23.68
62.96906,36.5712,19.552,30.11
68.85,23.24991,19.757,29.63
58.57031,8.48173,16.406,25.395
58.47469,3.59226,14.75,33.233
66.60281,2.74409,13.073,24.668
53.26313,2.54452,10.936,20.725
61.86938,2.49463,10.363,21.543
80.77125,2.66093,10.514,21.913
77.45625,5.32187,10.026,16.92
102.60563,16.36474,34.656,44.885
96.48563,35.07443,33.137,44.098
74.06156,54.08347,28.283,40.188
73.10531,60.46971,27.366,39.528
63.35156,77.38327,28.37,43.53
45.18281,99.83489,32.408,45.573
27.1575,119.79189,21.903,31.98
21.32438,123.18458,19.816,29.423
16.49531,133.01341,18.918,28.133
14.77406,129.57082,19.231,28.553
15.82594,126.12824,20.328,29.738
16.68656,115.50114,20.547,29.273
17.26031,112.05856,18.08,26.13
19.125,100.78285,21.248,31.118
24.76688,80.07746,19.736,28.283
28.97438,64.36133,19.236,28.91
37.19813,43.45637,20.863,29.118
38.58469,32.03099,24.873,32.555
46.33031,18.26066,22.943,29.878
34.85531,27.24131,22.734,29.028
50.1075,16.86367,23.719,30.558
59.86125,9.77893,23.493,30.483
77.45625,4.98925,23.597,30.773
94.605,5.72101,25.477,36.175
97.87219,15.51657,27.401,37.15
100.26281,24.84647,25.51,36.3
79.12969,41.56045,22.177,31.633
60.76969,73.79101,16.403,25.855
46.80844,96.14285,10.816,19.795
30.40875,108.61597,7.044,13.25
21.94594,130.3691,9.162,16.153
18.26438,148.23062,12.884,20.46
15.06094,151.32395,13.649,22.43
12.6225,133.31276,11.335,20.65
18.93375,121.83749,11.047,21.14
19.74656,124.28222,15.451,25.483
18.31219,136.60567,18.644,27.855
22.99781,118.94372,17.406,26.74
38.77594,87.41166,21.01,31.243
59.04844,48.39573,36.434,47.883
62.58656,26.09378,42.314,54.433
67.94156,10.22796,41.231,53.328
46.18688,5.08904,31.639,39.483
62.77781,3.54237,32.701,42.45
67.84594,3.29291,32.375,41.433
76.40438,3.39269,30.46,37.593
93.2025,5.45491,30.948,40.518
99.3225,8.8476,32.349,41.858
21.61125,43.85551,11.769,20.23
22.99781,47.74712,9.434,16.023
17.69063,56.12906,7.048,14.438
18.50344,50.44132,3.417,6.888
19.36406,48.14626,2.803,7.427
9.03656,57.47616,2.896,9.051
10.94906,72.34413,4.741,16.999
11.33156,90.05596,9.654,21.33
10.04063,104.17554,11.384,41.308
10.85344,116.94802,17.875,41.5
13.72219,114.00436,19.156,57.648
13.29188,116.34931,15.047,43.788
12.52688,126.27792,15.785,35.905
33.46875,99.785,20.847,34.783
56.51438,72.24434,27.755,43.698
65.69438,69.40047,26.561,38.133
110.20781,24.09808,37.444,52.53
100.88438,6.03699,37.356,62.018
75.01781,3.94151,28.561,48.238
55.03219,3.14323,24.816,44.305
68.41969,3.3428,26.859,41.06
78.93844,3.3428,28.047,36.538
99.8325,3.52574,28.043,36.605
97.41,5.78753,27.198,36.38
6.02438,64.46111,5.477,9.275
13.72219,51.98799,5.372,10.172
12.52688,55.92949,5.288,9.346
11.80969,58.72347,5.963,11.617
10.99688,61.41767,4.836,10.034
13.62656,59.32218,4.8,11.354
11.8575,61.66713,4.979,13.572
8.17594,72.39402,6.075,13.875
7.69781,78.5308,5.403,14.31
4.54219,82.57209,5.078,18.308
10.37531,79.87789,6.43,20.595
0,64.31143,7.409,25.225
0,55.58025,8.03,25.92
0,55.92949,0,0
20.22469,54.68218,8.343,17.675
36.09844,33.37808,11.764,24.618
44.13094,17.11313,15.073,30.01
40.73625,14.26926,14.33,29.405
36.05063,10.77678,13.514,27.088
35.955,7.58366,12.889,18.46
32.36906,12.97205,12.861,19.115
33.56438,19.3084,13.285,20.94
33.0225,25.27887,13.795,24.74
24.6075,32.33034,12.533,20.905
41.32493,17.71184,7.587,13.79
50.07044,20.85507,6.656,12.313
61.85635,21.25421,6.818,13.67
42.6086,37.36948,6.356,12.985
43.35977,40.06368,6.961,18.918
11.98646,67.25509,5.65,22.048
10.79638,71.94499,4.242,10.677
12.59351,70.59789,4.811,15.415
7.53928,70.44821,4.861,15.329
-0.42182,68.5024,5.219,17.175
5.70622,54.98154,6.098,23.188
0,48.49551,6.277,18.01
9.61031,75.188,6.272,17.783
10.13625,69.89939,5.786,16.495
8.7975,65.80821,6.101,15.99
15.01313,56.67788,5.952,13.273
17.73844,51.8882,6.07,11.67
20.22469,48.99444,5.513,10.482
17.26031,54.93164,4.349,8.683
12.19219,58.12476,4.371,7.786
6.93281,55.82971,4.039,5.2
5.40281,60.32003,4.467,6.26
7.58625,64.26154,5.918,8.267
5.92875,64.39459,5.887,9.192
11.23594,71.44606,8.815,13.798
53.02406,41.21121,9.509,15.83
45.32625,53.93379,9.019,14.658
17.02125,80.37682,8.541,14.03
15.34781,84.36822,8.537,14.675
13.24406,85.61553,7.674,14.315
19.60313,78.58069,6.696,13.9
37.38938,60.5196,6.088,11.44
33.08625,65.8581,5.443,9.581
18.07313,75.58714,5.383,10.363
13.96125,78.58069,5.782,11.463
11.23594,80.72607,5.581,11.463
12.52688,76.68477,5.842,12.515
11.37938,76.18585,5.875,13.125
18.07313,65.60864,6.644,12.248
22.185,61.41767,6.379,11.47
38.82375,44.80347,7.483,11.595
38.34563,33.37808,7.453,10.256
40.83188,27.54066,8.22,12.725
52.25906,12.17377,8.607,13.783
32.36906,18.41033,8.652,13.663
39.63656,14.91786,8.919,14.965
47.49375,16.43126,9.748,15.863
58.2675,3.92488,7.979,14.548
18.45563,33.12862,11.583,15.15
36.19406,26.99184,7.854,11.193
32.13,33.42798,6.372,9.661
48.76875,24.99614,6.759,10.324
47.23875,19.957,7.28,11.823
26.67938,46.40003,5.994,9.135
35.09438,48.19616,4.688,7.834
30.79125,50.89035,6.26,7.957
44.03531,28.53851,6.784,8.912
44.03531,34.6254,5.962,7.77
22.66313,46.35013,6.141,8.622
13.96125,61.91659,6.675,9.409
10.99688,65.55875,7.378,10.282
15.63469,61.81681,8.66,11.445
22.185,55.18111,9.482,12.33
19.74656,51.98799,10.361,13.943
26.15344,46.69938,11.104,14.725
34.66406,36.02239,12.844,17.12
33.99469,33.07873,12.04,16.585
36.76781,26.89206,11.094,15.513
23.3325,40.11357,10.092,15.233
13.19625,56.47831,9.188,14.235
15.61875,61.8667,8.509,12.93
9.24375,68.25294,8.729,13.815
94.23844,4.93936,16.783,20.905
106.47844,3.3428,17.922,22.125
114.03281,3.59226,17.429,24.335
116.75813,5.23871,13.566,18.08
63.20813,45.05293,12.262,17.195
38.44125,71.89509,9.154,13.308
22.61531,78.33123,6.668,10.111
18.40781,75.53725,5.272,8.683
13.53094,78.78026,5.365,8.914
14.9175,77.63273,6.302,10.332
14.82188,77.43316,6.774,10.449
24.71906,55.8796,7.966,13.145
25.19719,54.43272,7.434,12.078
19.41188,51.63874,5.769,10.097
26.34469,36.22196,8.553,13.678
27.9225,32.03099,9.748,16.238
31.65188,25.04604,10.297,16.815
34.23375,20.6056,11.057,14.735
41.78813,11.57506,12.153,15.215
32.65594,8.6813,11.734,15.793
25.72313,19.10883,11.392,15.34
29.97844,16.26496,11.33,15.42
44.88,5.32187,12.418,16.143
25.18125,25.81105,13.12,16.523
20.70281,0,3.13,7.311
30.36094,50.74067,3.889,10.111
25.38844,59.17251,3.424,7.124
19.5075,70.44821,3.6,7.783
21.08531,75.08821,5.032,10.042
23.61938,72.34413,5.538,10.998
22.13719,80.77596,5.245,11.444
19.5075,83.56994,5.847,12.562
16.54313,83.47015,5.632,11.908
13.005,82.22284,3.775,11.275
12.90938,81.37467,2.728,7.734
13.19625,79.32908,2.951,10.274
19.60313,74.43961,3.331,12.424
37.81969,62.41552,3.577,12.236
40.11469,58.62369,3.017,10.167
27.06188,50.79057,3.4,12.552
34.0425,43.2568,4.437,9.781
40.73625,33.02884,6.169,17.13
50.49,27.19141,6.321,11.048
53.9325,22.40173,7.267,10.948
37.62844,38.11787,7.124,10.439
36.28969,40.5626,9.028,12.141
57.43875,22.55141,14.479,17.85
67.32,19.55786,16.922,21.158
23.715,60.76907,6.254,13.878
18.83813,75.48735,4.662,9.104
15.92156,86.06456,4.403,9.599
15.15656,83.86929,2.954,7.922
14.67844,92.30113,3.959,10.585
12.95719,101.48135,7.028,15.608
14.20031,100.63317,7.549,15.95
14.58281,98.68737,8.16,18.878
13.14844,99.48565,7.817,15.723
10.99688,100.23403,7.303,15.948
21.51563,89.45725,6.888,17.68
14.39156,88.16005,6.574,18.108
25.77094,78.58069,5.596,15.333
13.77,76.03617,4.976,14.413
17.40375,66.90584,4.034,14.023
19.93781,59.92089,3.171,11.116
35.14219,51.53895,3.825,11.31
35.90719,46.25035,4.326,13.324
64.21219,16.06539,3.984,10.07
71.145,7.18452,3.907,8.351
53.45438,10.57721,3.437,6.179
51.39844,20.75528,3.633,7.284
37.23,39.51486,3.563,7.032
22.12125,48.56203,3.566,6.704
2.34281,75.33768,8.448,16.548
3.68156,73.99058,8.432,17.128
6.64594,67.8538,8.815,18.798
7.74563,63.31358,8.586,17.65
6.885,67.30498,7.797,16.088
6.40688,65.45896,7.288,15.768
9.75375,63.96219,7.655,17.02
7.41094,65.40907,7.913,18.008
6.78938,65.90799,8.992,18.805
6.40688,63.41337,10.984,22.308
6.40688,63.8624,12.151,25.005
6.21563,64.81036,11.859,25.038
4.25531,64.21165,10.804,24.48
5.88094,60.5196,10.204,21.6
7.2675,58.87315,10.354,18.928
11.71406,52.43702,10.461,17.915
13.005,53.48476,7.808,14.178
16.87781,58.27444,5.251,11.11
15.34781,72.29423,3.375,7.11
14.77406,69.74972,3.031,5.78
17.45156,59.2224,3.05,6.053
12.57469,64.06197,4.139,6.379
14.72625,69.8495,4.812,7.625
16.83,67.72075,4.108,7.413
17.54719,44.554,5.957,11.773
14.96531,54.08347,5.886,12.4
15.49125,58.07487,5.962,11.828
15.87375,58.62369,6.561,14.235
17.16469,63.71272,6.563,14.51
9.27563,69.60004,6.264,12.98
8.89313,73.1923,6.351,13.78
8.84531,74.38972,6.841,15.608
8.70188,77.1837,6.832,15.955
9.03656,77.23359,6.29,13.8
8.17594,75.63703,6.599,14.655
7.31531,70.19875,7.099,14.133
7.07625,63.11401,7.03,14.258
6.98063,62.01638,6.646,15.565
10.66219,60.76907,6.563,15.22
10.61438,54.48261,7.338,14.885
12.95719,51.38928,8.003,15.655
19.5075,48.09637,8.335,17.83
16.25625,47.84691,8.277,17.363
6.12,55.08132,8.148,16.885
2.62969,62.5652,8.349,17.708
1.1475,70.548,8.407,18.373
2.9325,70.91387,8.467,17.843
2.295,72.51043,8.568,17.178
0,8.13248,17.057,27.643
0,18.31055,17.186,27.563
0,24.99614,11.742,29.03
0,42.00949,8.462,16.545
0,55.13121,7.899,16.175
0,67.05552,7.539,15.77
0,68.20305,7.233,16.335
0,71.44606,7.956,15.788
0,70.548,10.212,20.835
0,65.30928,8.247,19.885
0,65.75832,7.716,22.118
0,57.42627,6.548,17.968
0,46.99874,6.745,14.333
14.10469,52.28734,7.484,17.155
14.72625,49.44347,7.625,14.365
21.0375,40.46282,8.364,16.525
23.04563,33.57765,8.763,18.04
33.46875,22.85077,8.867,19.133
39.3975,11.9742,8.578,18.97
36.76781,5.83742,7.082,14.195
27.82688,15.317,6.625,11.605
17.45156,27.49077,6.31,11.863
19.69875,27.47414,6.03,12.04
14.025,40.91185,6.031,12.733
0,49.2439,19.785,26.073
0,43.85551,16.092,23.57
0,57.37638,12.807,18.903
0,65.10971,11.13,18.135
0,64.16176,10.873,16.745
0,71.8452,9.73,16.115
0,88.65897,7.533,12.213
0,92.99962,7.164,12.645
0,94.89554,7.343,12.473
0,94.29683,7.849,14.263
0,89.75661,10.095,16.873
0,85.91489,9.674,17.325
0,78.13166,10.078,17.32
0,71.99488,10.863,19.4
0,57.52605,14.885,28.503
0,38.5669,17.587,28.918
0,15.61635,24.868,46.145
0,9.23011,23.486,40.82
0,3.94151,14.425,36.385
0,2.89377,9.271,19.275
0,2.59441,10.488,16.345
0,2.99355,11.769,16.908
0,5.1223,14.224,21.528
0,4.8562,15.309,22.938
0,22.85077,26.267,33.625
0,47.64734,21.712,27.633
0,42.15916,18.033,24.913
0,56.82756,13.946,21.048
0,76.68477,11.283,18.408
0,84.11876,9.474,16.908
0,95.29468,9.331,15.723
0,99.58543,9.96,16.068
0,96.19274,10.535,17.21
0,92.4508,11.524,19.408
0,94.69597,10.712,17.623
0,84.96693,11.29,18.345
0,75.68692,11.165,17.38
0,65.70842,12.741,20.245
0,54.33293,14.3,21.473
0,58.32433,12.936,20.068
0,38.86626,20.491,28.118
0,17.11313,24.045,32.158
0,5.93721,19.807,25.963
0,2.74409,17.807,23.635
0,22.45163,19.142,23.908
0,44.75357,17.349,22.598
0,36.32174,19.193,25.123
0,37.51916,19.649,26.718
0,64.36133,10.91,20.863
0,67.40477,9.818,20.62
0,67.15531,9.6,22.385
0,54.43272,10.62,26.573
0,75.03832,10.087,20.828
0,83.61983,9.607,19.265
0,89.45725,9.384,17.555
0,74.09036,14.715,26.038
0,72.4938,13.918,24.085
0,81.27488,16.297,27.57
0,84.96693,11.705,21.728
0,84.31833,10.47,19.278
0,75.63703,9.801,18.235
0,70.74757,13.031,24.583
0,58.82326,16.885,30.083
0,41.41078,20.477,32.455
0,21.15442,27.995,56.02
0,13.27141,27.017,49.128
0,16.36474,25.111,31.55
0,18.6099,28.153,35.345
0,17.81162,32.156,39.225
0,20.95485,34.418,39.478
0,10.77678,35.12,40.75
0,16.56431,34.34,41.363
0,83.07101,16.599,25.458
0,86.56349,15.46,23.53
0,84.91704,15.101,25.083
0,85.26628,12.472,22.91
0,86.26413,10.849,24.465
0,92.94973,10.323,25.363
0,95.04521,9.658,24.175
0,96.89124,8.688,23.97
0,96.4921,8.522,24.805
0,96.84134,9.05,27.46
0,92.10156,9.558,26.903
0,88.25983,10.705,27.575
0,79.1794,11.88,24.668
0,77.53295,10.668,24.435
0,71.49595,10.418,23.465
0,66.45681,12.139,25.17
0,60.46971,13.833,24.24
0,65.10971,15.08,22.86
0,60.96864,16.908,27.193
0,62.66498,19.071,34.908
0,70.74757,17.413,25.703
0,59.67143,19.413,26.23
0,59.13924,17.283,25.6
0,59.53838,14.08,22.645
3.96844,78.92994,16.271,24.863
7.65,75.33768,16.995,24.955
10.37531,73.09251,17.776,26.87
10.90125,72.79316,16.908,26
12.86156,74.38972,16.795,27.108
12.14438,79.77811,17.021,29.155
10.13625,86.4637,16.951,29.945
11.66625,85.71532,16.781,28.993
11.8575,84.56779,16.476,31.16
7.36313,86.16435,15.33,29.04
4.92469,85.41596,15.505,27.303
4.4625,76.73467,16.632,29.56
0,56.07917,17.625,29.988
0,76.18585,16.87,29.293
0,73.34198,17.033,29.428
0,77.78241,15.373,23.785
0,80.17725,14.326,23.098
0,83.22069,13.976,20.518
0,85.86499,14.094,20.975
0,91.60263,14.453,21.46
0,94.29683,15.208,21.79
0,97.19059,14.451,20.543
0,95.99317,14.533,20.885
0,90.6713,16.184,23.585
9.61031,65.95789,14.729,20.463
11.80969,59.62154,14.349,23.225
31.79531,38.46712,17.526,27.12
53.45438,2.6942,29.125,39.915
46.80844,11.62495,28.234,38.19
34.61625,26.89206,31.323,41.218
22.28063,40.46282,27.196,36.68
22.08938,45.95099,27.243,38.003
20.03344,46.89895,26.375,36.538
21.22875,47.29809,26.05,37.603
28.40063,38.96604,26.703,42.465
12.33563,44.70368,26.307,40.713
13.10063,38.76647,26.028,37.895
13.72219,33.42798,24.201,34.373
19.93781,44.70368,22.116,30.425
25.38844,42.15916,18.901,25.098
30.50438,37.36948,17.889,23.15
25.05375,45.75142,18.418,23.715
16.30406,57.67573,15.802,21.005
17.595,67.00563,14.498,19.318
4.68563,68.45251,15.42,20.64
4.25531,67.55445,15.26,20.665
6.05625,70.51473,15.415,21.918
2.35875,79.22929,16.486,24.185
35.33344,16.76388,35.085,41.898
49.05563,10.97635,35.076,42.82
55.03219,7.08474,29.172,38.133
64.92938,8.18237,27.835,36.81
55.4625,19.40818,25.517,35.105
42.74438,36.12217,23.66,31.395
46.76063,34.17636,24.191,31.91
35.90719,39.16561,22.547,28.75
40.59281,41.46067,20.517,27.255
35.28563,49.34368,19.528,24.285
29.59594,57.72562,17.842,21.805
39.11063,42.70798,19.597,23.94
38.96719,29.13722,22.347,28.825
36.76781,31.73163,19.651,27.175
21.8025,38.51701,12.389,18.713
29.02219,31.23271,10.46,15.908
24.91031,32.82927,9.557,15.938
28.78313,34.87486,11.121,17.37
24.52781,38.11787,16.809,23.433
18.12094,46.74927,16.611,21.4
10.85344,55.92949,17.818,21.725
7.17188,67.45466,15.58,20.645
9.3075,82.28936,11.665,14.39
7.395,70.64778,13.823,18.32
16.16063,84.61768,21.385,30.685
17.2125,91.35317,24.493,36.933
16.73438,108.66587,25.644,36.08
18.93375,116.19963,29.045,39.223
22.47188,116.84824,24.92,33.795
19.31625,110.76135,19.592,28.565
14.72625,116.74845,16.05,24.523
13.33969,118.89383,16.578,26.733
12.28781,112.95662,15.613,24.523
14.00906,110.96092,18.646,32.743
12.57469,107.91748,20.05,29.34
15.25219,94.14715,26.061,36.563
15.6825,80.42671,29.906,40.698
14.43938,58.02498,30.403,43.478
12.43125,48.49551,27.288,34.458
18.12094,43.60605,23.684,28.558
15.01313,47.94669,30.177,35.42
16.16063,48.09637,36.094,40.643
9.99281,53.73422,37.064,43.088
8.60625,48.84476,38.8,44.155
9.51469,37.16991,40.168,47.485
11.33156,33.9269,37.427,44.595
23.90625,32.13077,37.01,43.608
28.9425,15.36689,34.786,41.538
80.18156,3.94151,8.331,13.065
45.56531,40.36303,7.795,12.103
48.05156,41.95959,6.992,11.592
49.00781,50.39143,6.294,9.702
40.87969,62.31573,8.431,13.335
11.76188,95.44435,5.965,9.399
5.88094,101.83059,4.99,7.806
6.35906,101.53124,10.363,16.675
8.0325,100.18414,14.561,22.215
13.53094,94.94543,22.472,32.655
13.96125,85.41596,26.163,36.5
26.44031,57.57595,33.382,46.96
27.25313,51.73852,34.153,48.2
22.5675,55.92949,34.342,48.058
20.36813,46.89895,31.665,43.73
20.32031,27.44088,27.724,40.403
16.16063,28.43873,25.184,36.138
12.67031,39.01594,24.507,36.66
11.28375,41.9097,23.234,33.453
9.65813,53.58455,21.451,30.388
9.65813,56.37853,20.057,28.795
9.27563,61.36778,19.13,27.205
17.85,70.64778,21.352,30.418
